year,drug,intent,nature,sex,jurisdiction,age_group,n,pop,rate_ht,rate_ht_lcl,rate_ht_ucl,rate_m,rate_m_lcl,rate_m_ucl
2013,Other opioids,Intentional,Underlying,All,AUS,25-34,17,3388170,0.5017457801704165,0.2922853663162571,0.8033436002412223,5.017457801704165,2.922853663162571,8.033436002412223
2014,Other opioids,Intentional,Underlying,All,AUS,25-34,13,3467570,0.37490230910983774,0.19961966643812015,0.6410939087071564,3.7490230910983775,1.9961966643812015,6.410939087071564
2015,Other opioids,Intentional,Underlying,All,AUS,25-34,16,3547607,0.4510082430212816,0.2577900628694292,0.7324091379281111,4.510082430212816,2.577900628694292,7.3240913792811115
2016,Other opioids,Intentional,Underlying,All,AUS,25-34,11,3614747,0.30430898759996206,0.1519097318308758,0.5444920641277284,3.0430898759996206,1.519097318308758,5.444920641277284
1997,Other opioids,All,Underlying,All,AUS,25-34,163,2863015,5.693298847543586,4.852822686999933,6.637517134501713,56.93298847543586,48.52822686999933,66.37517134501712
1998,Other opioids,All,Underlying,All,AUS,25-34,176,2860327,6.153142630195778,5.277642133513587,7.13238317116823,61.53142630195778,52.77642133513587,71.3238317116823
1999,Other opioids,All,Underlying,All,AUS,25-34,266,2857016,9.310413382354175,8.22506374106058,10.499152160048583,93.10413382354176,82.2506374106058,104.99152160048583
2e3,Other opioids,All,Underlying,All,AUS,25-34,159,2855634,5.567940429340735,4.736115975439544,6.503807913536358,55.679404293407345,47.361159754395445,65.03807913536357
2001,Other opioids,All,Underlying,All,AUS,25-34,68,2851409,2.3847859075986646,1.8518788800833432,3.023284387421476,23.847859075986648,18.518788800833434,30.232843874214762
2002,Other opioids,All,Underlying,All,AUS,25-34,82,2854494,2.8726632460954553,2.284714430010522,3.565733314589191,28.726632460954555,22.84714430010522,35.65733314589191
2003,Other opioids,All,Underlying,All,AUS,25-34,62,2858260,2.1691518616221055,1.66307628564013,2.7807545553246102,21.691518616221053,16.6307628564013,27.8075455532461
2004,Other opioids,All,Underlying,All,AUS,25-34,56,2852818,1.9629713497320895,1.4828077090611804,2.5490823194073613,19.629713497320896,14.828077090611805,25.490823194073613
2005,Other opioids,All,Underlying,All,AUS,25-34,52,2853071,1.8225974747911986,1.3612029621662296,2.390093744609618,18.225974747911987,13.612029621662296,23.900937446096183
2006,Other opioids,All,Underlying,All,AUS,25-34,53,2855732,1.8559164515437725,1.390208429104396,2.4275838635672735,18.559164515437725,13.902084291043959,24.275838635672734
2007,Other opioids,All,Underlying,All,AUS,25-34,71,2888102,2.4583619276604494,1.9200010352223142,3.1008898793210418,24.583619276604495,19.200010352223142,31.008898793210417
2008,Other opioids,All,Underlying,All,AUS,25-34,109,2958352,3.6844837936797243,3.025344581100646,4.4445845552599375,36.84483793679724,30.253445811006458,44.44584555259937
2009,Other opioids,All,Underlying,All,AUS,25-34,87,3053686,2.849015910607705,2.28194495277117,3.514250363419376,28.490159106077048,22.8194495277117,35.14250363419376
2010,Other opioids,All,Underlying,All,AUS,25-34,90,3125453,2.879582575709825,2.3155243644871923,3.53949583434394,28.79582575709825,23.155243644871923,35.3949583434394
2011,Other opioids,All,Underlying,All,AUS,25-34,92,3194331,2.880102281197534,2.3217688582404032,3.532189786019203,28.80102281197534,23.217688582404033,35.32189786019203
2012,Other opioids,All,Underlying,All,AUS,25-34,76,3290393,2.3097544882936476,1.81982363197384,2.891002169071791,23.097544882936475,18.1982363197384,28.91002169071791
2013,Other opioids,All,Underlying,All,AUS,25-34,73,3388170,2.1545554089670826,1.6888275045868932,2.7090300210085396,21.545554089670826,16.888275045868934,27.090300210085395
2014,Other opioids,All,Underlying,All,AUS,25-34,88,3467570,2.537800246281978,2.0353899976298964,3.126640871257189,25.378002462819783,20.353899976298962,31.26640871257189
2015,Other opioids,All,Underlying,All,AUS,25-34,94,3547607,2.64967342775003,2.1412058290976645,3.2425292358636852,26.496734277500302,21.412058290976645,32.42529235863685
2016,Other opioids,All,Underlying,All,AUS,25-34,77,3614747,2.1301629131997344,1.68109119697631,2.662337344969882,21.301629131997345,16.8109119697631,26.623373449698818
1997,Methadone,Accidental,Underlying,All,AUS,25-34,36,2863015,1.2574156963899945,0.8806774824699767,1.7407934132536824,12.574156963899945,8.806774824699767,17.407934132536823
1998,Methadone,Accidental,Underlying,All,AUS,25-34,36,2860327,1.2585973561764092,0.8815051015054504,1.7424293285510681,12.585973561764092,8.815051015054504,17.424293285510682
1999,Methadone,Accidental,Underlying,All,AUS,25-34,41,2857016,1.4350637168290272,1.029826491951224,1.9468259701952808,14.350637168290273,10.298264919512242,19.468259701952807
2e3,Methadone,Accidental,Underlying,All,AUS,25-34,35,2855634,1.2256472643202876,0.8537082729892517,1.704578809228752,12.256472643202876,8.537082729892516,17.04578809228752
2001,Methadone,Accidental,Underlying,All,AUS,25-34,31,2851409,1.0871818108170381,0.7386872107440997,1.5431673781114807,10.87181810817038,7.386872107440997,15.431673781114807
2002,Methadone,Accidental,Underlying,All,AUS,25-34,36,2854494,1.2611692299931265,0.8833064082368995,1.745989886139712,12.611692299931265,8.833064082368995,17.45989886139712
2003,Methadone,Accidental,Underlying,All,AUS,25-34,24,2858260,0.8396716883698474,0.5379936668527943,1.2493649185649598,8.396716883698474,5.379936668527943,12.493649185649598
2004,Methadone,Accidental,Underlying,All,AUS,25-34,25,2852818,0.8763264954161113,0.5671123675331263,1.2936308493946722,8.763264954161112,5.6711236753312635,12.936308493946722
2005,Methadone,Accidental,Underlying,All,AUS,25-34,22,2853071,0.7710989316424302,0.48324260245832923,1.1674530657819626,7.7109893164243015,4.832426024583293,11.674530657819627
2006,Methadone,Accidental,Underlying,All,AUS,25-34,24,2855732,0.8404149969254818,0.5384699188224482,1.2504709027799115,8.404149969254819,5.384699188224483,12.504709027799114
2007,Methadone,Accidental,Underlying,All,AUS,25-34,30,2888102,1.0387444764762463,0.70083617686362,1.482871823100981,10.387444764762463,7.0083617686362,14.828718231009809
2008,Methadone,Accidental,Underlying,All,AUS,25-34,38,2958352,1.2844989372461426,0.9089877031208627,1.7630751551454515,12.844989372461427,9.089877031208628,17.630751551454516
2009,Methadone,Accidental,Underlying,All,AUS,25-34,32,3053686,1.0479138981545582,0.7167723213715077,1.479342540924255,10.479138981545582,7.167723213715077,14.793425409242552
2010,Methadone,Accidental,Underlying,All,AUS,25-34,42,3125453,1.3438052019979185,0.9684965639591296,1.8164342588357907,13.438052019979185,9.684965639591297,18.164342588357908
2011,Methadone,Accidental,Underlying,All,AUS,25-34,39,3194331,1.2209129235511287,0.8681877059720874,1.6690274590297032,12.209129235511288,8.681877059720874,16.690274590297033
2012,Methadone,Accidental,Underlying,All,AUS,25-34,36,3290393,1.094094231296991,0.7662892677178017,1.5146876540420828,10.94094231296991,7.662892677178017,15.146876540420829
2013,Methadone,Accidental,Underlying,All,AUS,25-34,38,3388170,1.1215493909691663,0.7936749305681269,1.5394141708871918,11.215493909691663,7.936749305681269,15.394141708871917
2014,Methadone,Accidental,Underlying,All,AUS,25-34,28,3467570,0.8074818965442658,0.5365658545365565,1.1670370446276994,8.074818965442658,5.365658545365565,11.670370446276994
2015,Methadone,Accidental,Underlying,All,AUS,25-34,30,3547607,0.8456404556649031,0.5705497717397036,1.2072039202881237,8.45640455664903,5.705497717397035,12.072039202881237
2016,Methadone,Accidental,Underlying,All,AUS,25-34,25,3614747,0.6916113354544592,0.4475744416195984,1.020954819938549,6.916113354544592,4.475744416195984,10.20954819938549
1997,Methadone,All,Underlying,All,AUS,25-34,46,2863015,1.606697834276104,1.176304671265221,2.1431097505966625,16.06697834276104,11.76304671265221,21.431097505966626
1998,Methadone,All,Underlying,All,AUS,25-34,39,2860327,1.36348046919111,0.9695670820173791,1.863921905512835,13.6348046919111,9.69567082017379,18.63921905512835
1999,Methadone,All,Underlying,All,AUS,25-34,45,2857016,1.57506993310503,1.1488667410098774,2.107567492771265,15.7506993310503,11.488667410098774,21.07567492771265
2e3,Methadone,All,Underlying,All,AUS,25-34,40,2855634,1.4007397306517573,1.0007089982390491,1.9074098182854622,14.007397306517573,10.007089982390491,19.074098182854623
2001,Methadone,All,Underlying,All,AUS,25-34,35,2851409,1.2274633347934303,0.8549732326822944,1.7071045238733331,12.274633347934303,8.549732326822944,17.07104523873333
2002,Methadone,All,Underlying,All,AUS,25-34,39,2854494,1.3662666658258873,0.971548338516572,1.8677307264369134,13.662666658258873,9.715483385165719,18.677307264369134
2003,Methadone,All,Underlying,All,AUS,25-34,28,2858260,0.9796169697648219,0.6509483602665004,1.4158203399409681,9.796169697648219,6.509483602665004,14.15820339940968
2004,Methadone,All,Underlying,All,AUS,25-34,25,2852818,0.8763264954161113,0.5671123675331263,1.2936308493946722,8.763264954161112,5.6711236753312635,12.936308493946722
2005,Methadone,All,Underlying,All,AUS,25-34,25,2853071,0.876248785957307,0.5670620780629428,1.2935161348975928,8.76248785957307,5.670620780629428,12.935161348975928
2006,Methadone,All,Underlying,All,AUS,25-34,27,2855732,0.9454668715411669,0.6230686202563815,1.3756053823045586,9.45466871541167,6.230686202563815,13.756053823045587
2007,Methadone,All,Underlying,All,AUS,25-34,41,2888102,1.4196174511842035,1.0187419851267436,1.9258713667534737,14.196174511842035,10.187419851267435,19.258713667534735
2008,Methadone,All,Underlying,All,AUS,25-34,45,2958352,1.5211171625283266,1.1095132225418327,2.0353744408803918,15.211171625283267,11.095132225418327,20.35374440880392
2009,Methadone,All,Underlying,All,AUS,25-34,40,3053686,1.3098923726931977,0.9358063139030565,1.7837015099226927,13.098923726931977,9.358063139030564,17.837015099226928
2010,Methadone,All,Underlying,All,AUS,25-34,53,3125453,1.6957541834735634,1.2702359298518182,2.218087721003226,16.957541834735636,12.702359298518182,22.18087721003226
2011,Methadone,All,Underlying,All,AUS,25-34,49,3194331,1.533967519333469,1.134837578626185,2.0279863564107523,15.33967519333469,11.348375786261851,20.279863564107522
2012,Methadone,All,Underlying,All,AUS,25-34,46,3290393,1.3980092955461552,1.0235184424481807,1.8647484852431013,13.98009295546155,10.235184424481806,18.647484852431013
2013,Methadone,All,Underlying,All,AUS,25-34,43,3388170,1.2691216792545827,0.9184696026805721,1.7094991349343929,12.691216792545827,9.184696026805721,17.09499134934393
2014,Methadone,All,Underlying,All,AUS,25-34,31,3467570,0.8939978140311515,0.6074280723678608,1.2689581898717197,8.939978140311515,6.074280723678608,12.689581898717197
2015,Methadone,All,Underlying,All,AUS,25-34,36,3547607,1.0147685467978838,0.7107305974065844,1.40486746532141,10.147685467978837,7.107305974065844,14.0486746532141
2016,Methadone,All,Underlying,All,AUS,25-34,26,3614747,0.7192757888726375,0.4698548152674822,1.0539060153612483,7.1927578887263754,4.698548152674822,10.539060153612482
1997,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,16,2863015,0.5588514206177754,0.3194317289871087,0.9075397036263283,5.588514206177754,3.194317289871087,9.075397036263283
1998,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,10,2860327,0.34961037671566925,0.1676517610469352,0.6429460134705414,3.4961037671566926,1.676517610469352,6.429460134705414
1999,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,14,2857016,0.49002175696600925,0.26789957760320715,0.8221730719547409,4.900217569660093,2.6789957760320715,8.22173071954741
2e3,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,8,2855634,0.28014794613035143,0.12094797237727423,0.5520031313961586,2.801479461303514,1.2094797237727422,5.520031313961587
2001,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,5,2851409,0.17535190497049002,0.05693626074331276,0.40921249705329565,1.7535190497049002,0.5693626074331276,4.092124970532956
2002,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,1,2854494,0.03503247861092018,8.859562078315681e-4,0.19518847429814398,0.3503247861092018,0.00885956207831568,1.9518847429814399
2003,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,6,2858260,0.20991792209246185,0.0770360674274975,0.4569030986062696,2.0991792209246185,0.7703606742749749,4.569030986062696
2004,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,2,2852818,0.07010611963328892,0.008489978653364422,0.25324759587395596,0.7010611963328892,0.08489978653364422,2.5324759587395596
2005,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,7,2853071,0.24534966006804598,0.09864309487647797,0.505514075556638,2.45349660068046,0.9864309487647798,5.05514075556638
2006,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,0,2855732,0,0,0.12917457942036056,0,0,1.2917457942036057
2007,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,2,2888102,0.06924963176508309,0.00838625641405109,0.25015366492109603,0.6924963176508309,0.08386256414051091,2.5015366492109603
2008,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,5,2958352,0.16901301805870295,0.05487804233905522,0.3944196623695358,1.6901301805870295,0.5487804233905522,3.944196623695358
2009,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,6,3053686,0.19648385590397965,0.07210600896271555,0.427662782166325,1.9648385590397965,0.7210600896271555,4.27662782166325
2010,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,15,3125453,0.47993042928497087,0.26861339658951444,0.7915722820419685,4.799304292849708,2.686133965895144,7.915722820419685
2011,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,19,3194331,0.5948037319864472,0.3581115777575612,0.9288597430398109,5.948037319864472,3.581115777575612,9.28859743039811
2012,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,17,3290393,0.516655609223579,0.3009708899793286,0.8272156809321265,5.1665560922357905,3.009708899793286,8.272156809321265
2013,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,26,3388170,0.7673758990841664,0.5012754035138985,1.1243838435819413,7.673758990841664,5.012754035138985,11.243838435819413
2014,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,38,3467570,1.095868288167218,0.7755014576498847,1.5041648507095333,10.958682881672178,7.755014576498846,15.041648507095333
2015,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,49,3547607,1.3812127442526752,1.0218287587578219,1.8260364481916722,13.812127442526752,10.218287587578219,18.26036448191672
2016,Other synthetic narcotics,Accidental,Underlying,All,AUS,25-34,45,3614747,1.2449004038180265,0.9080388367244169,1.66577468573247,12.449004038180265,9.080388367244169,16.6577468573247
1997,Other synthetic narcotics,All,Underlying,All,AUS,25-34,19,2863015,0.6636360619836081,0.39955323820863253,1.0363499568965244,6.636360619836081,3.995532382086325,10.363499568965244
1998,Other synthetic narcotics,All,Underlying,All,AUS,25-34,13,2860327,0.45449348973036996,0.24199861300852393,0.7771971543867797,4.544934897303699,2.419986130085239,7.771971543867798
1999,Other synthetic narcotics,All,Underlying,All,AUS,25-34,20,2857016,0.7000310813800132,0.42759798321692305,1.08114122913897,7.000310813800132,4.275979832169231,10.811412291389699
2e3,Other synthetic narcotics,All,Underlying,All,AUS,25-34,9,2855634,0.31516643939664535,0.14411443965260426,0.5982841137519543,3.1516643939664535,1.4411443965260426,5.982841137519543
2001,Other synthetic narcotics,All,Underlying,All,AUS,25-34,5,2851409,0.17535190497049002,0.05693626074331276,0.40921249705329565,1.7535190497049002,0.5693626074331276,4.092124970532956
2002,Other synthetic narcotics,All,Underlying,All,AUS,25-34,1,2854494,0.03503247861092018,8.859562078315681e-4,0.19518847429814398,0.3503247861092018,0.00885956207831568,1.9518847429814399
2003,Other synthetic narcotics,All,Underlying,All,AUS,25-34,6,2858260,0.20991792209246185,0.0770360674274975,0.4569030986062696,2.0991792209246185,0.7703606742749749,4.569030986062696
2004,Other synthetic narcotics,All,Underlying,All,AUS,25-34,3,2852818,0.10515917944993336,0.02168631920715707,0.30731987068497685,1.0515917944993336,0.21686319207157068,3.0731987068497686
2005,Other synthetic narcotics,All,Underlying,All,AUS,25-34,8,2853071,0.2803996115063383,0.12105662360018558,0.5524990125101472,2.803996115063383,1.2105662360018559,5.524990125101472
2006,Other synthetic narcotics,All,Underlying,All,AUS,25-34,2,2855732,0.07003458307712349,0.008481315446244178,0.2529891810456819,0.7003458307712349,0.08481315446244178,2.529891810456819
2007,Other synthetic narcotics,All,Underlying,All,AUS,25-34,2,2888102,0.06924963176508309,0.00838625641405109,0.25015366492109603,0.6924963176508309,0.08386256414051091,2.5015366492109603
