year,drug,intent,nature,sex,jurisdiction,age_group,n,pop,rate_ht,rate_ht_lcl,rate_ht_ucl,rate_m,rate_m_lcl,rate_m_ucl
2014,All opioids,All,Underlying,Male,QLD,15-64,134,1556070,8.611437788788422,7.215180079051226,10.199065127879376,86.11437788788422,72.15180079051225,101.99065127879376
2015,All opioids,All,Underlying,Male,QLD,15-64,147,1564514,9.395889074818122,7.938411010483685,11.043465688259397,93.95889074818122,79.38411010483685,110.43465688259397
2016,All opioids,All,Underlying,Male,QLD,15-64,126,1575125,7.999365129751607,6.663684769836277,9.524263318459607,79.99365129751607,66.63684769836277,95.24263318459606
1997,All opioids,All,Underlying,Female,QLD,15-64,23,1110655,2.0708500839594652,1.3127422978635128,3.107293235799618,20.708500839594652,13.127422978635128,31.07293235799618
1998,All opioids,All,Underlying,Female,QLD,15-64,22,1130912,1.9453326165077391,1.2191270894980228,2.9452570012906483,19.453326165077392,12.191270894980228,29.452570012906484
1999,All opioids,All,Underlying,Female,QLD,15-64,28,1150841,2.433003342772807,1.6167130474282088,3.5163698937035366,24.33003342772807,16.16713047428209,35.16369893703536
2e3,All opioids,All,Underlying,Female,QLD,15-64,35,1172825,2.9842474367446123,2.0786377937282956,4.150366169985409,29.842474367446123,20.786377937282957,41.50366169985409
2001,All opioids,All,Underlying,Female,QLD,15-64,20,1196656,1.6713240897969006,1.0208901134649226,2.581224503875553,16.713240897969005,10.208901134649226,25.81224503875553
2002,All opioids,All,Underlying,Female,QLD,15-64,17,1223229,1.3897643041491003,0.8095888092840776,2.2251472831573667,13.897643041491003,8.095888092840775,22.251472831573665
2003,All opioids,All,Underlying,Female,QLD,15-64,16,1256823,1.2730511774529907,0.7276584145627722,2.0673553750828337,12.730511774529907,7.276584145627723,20.673553750828336
2004,All opioids,All,Underlying,Female,QLD,15-64,13,1286957,1.0101347597472177,0.537854152664644,1.7273599700811098,10.101347597472177,5.37854152664644,17.273599700811097
2005,All opioids,All,Underlying,Female,QLD,15-64,14,1317869,1.0623210652955644,0.5807810788519986,1.7823938656602787,10.623210652955644,5.807810788519986,17.823938656602788
2006,All opioids,All,Underlying,Female,QLD,15-64,15,1349301,1.1116867177894332,0.6222025672632627,1.8335582376541015,11.116867177894331,6.222025672632627,18.335582376541016
2007,All opioids,All,Underlying,Female,QLD,15-64,31,1384333,2.239345590981361,1.5215265119740862,3.178571449538138,22.39345590981361,15.215265119740861,31.78571449538138
2008,All opioids,All,Underlying,Female,QLD,15-64,34,1420901,2.392847918327878,1.6571167131932054,3.343765762889436,23.928479183278778,16.571167131932054,33.43765762889436
2009,All opioids,All,Underlying,Female,QLD,15-64,47,1456174,3.2276362577549116,2.371545573804124,4.292071967703152,32.276362577549115,23.71545573804124,42.92071967703152
2010,All opioids,All,Underlying,Female,QLD,15-64,46,1479727,3.1086815338234683,2.27594544020782,4.146545519953684,31.086815338234683,22.7594544020782,41.46545519953684
2011,All opioids,All,Underlying,Female,QLD,15-64,63,1501229,4.196561617181656,3.2247530865405634,5.369225211563812,41.96561617181656,32.247530865405636,53.69225211563812
2012,All opioids,All,Underlying,Female,QLD,15-64,63,1527266,4.125018169722891,3.1697771385955056,5.277690065208503,41.25018169722891,31.697771385955058,52.77690065208503
2013,All opioids,All,Underlying,Female,QLD,15-64,59,1552725,3.799771369688773,2.892562027830934,4.901426635202666,37.99771369688773,28.92562027830934,49.01426635202667
2014,All opioids,All,Underlying,Female,QLD,15-64,77,1572141,4.8977795248645,3.865250865537204,6.121382198363789,48.977795248645,38.652508655372046,61.21382198363789
2015,All opioids,All,Underlying,Female,QLD,15-64,75,1588456,4.721566099407223,3.7138101753715103,5.918524001371192,47.21566099407223,37.138101753715105,59.18524001371192
2016,All opioids,All,Underlying,Female,QLD,15-64,49,1605501,3.052006819055236,2.257891373079531,4.034914762345158,30.52006819055236,22.57891373079531,40.349147623451586
1997,All opioids,All,Underlying,All,QLD,15-64,99,2243868,4.412024236719807,3.585875534750761,5.37148141488533,44.120242367198074,35.85875534750761,53.7148141488533
1998,All opioids,All,Underlying,All,QLD,15-64,104,2279981,4.561441520784603,3.7270269337554716,5.526949958688177,45.61441520784604,37.270269337554716,55.26949958688177
1999,All opioids,All,Underlying,All,QLD,15-64,122,2315149,5.26963923272325,4.376116881789425,6.291956370739983,52.6963923272325,43.76116881789425,62.919563707399824
2e3,All opioids,All,Underlying,All,QLD,15-64,150,2353970,6.372213749538015,5.393278632660916,7.477460044605389,63.72213749538015,53.93278632660916,74.7746004460539
2001,All opioids,All,Underlying,All,QLD,15-64,77,2395081,3.2149225850816734,2.5371665346585464,4.018100402749571,32.149225850816734,25.371665346585463,40.18100402749571
2002,All opioids,All,Underlying,All,QLD,15-64,56,2452451,2.283429923778294,1.7248787123365559,2.9652245546545353,22.834299237782936,17.24878712336556,29.652245546545352
2003,All opioids,All,Underlying,All,QLD,15-64,45,2516938,1.7878867099626612,1.3040967480856007,2.392333084059833,17.87886709962661,13.040967480856008,23.923330840598332
2004,All opioids,All,Underlying,All,QLD,15-64,49,2578929,1.9000135327494474,1.4056404256846777,2.5119185855290755,19.000135327494473,14.056404256846777,25.119185855290755
2005,All opioids,All,Underlying,All,QLD,15-64,57,2641215,2.15809769367507,1.6345222189639923,2.796066423840788,21.5809769367507,16.345222189639923,27.96066423840788
2006,All opioids,All,Underlying,All,QLD,15-64,47,2705097,1.7374608008511339,1.2766207660533604,2.31045452547475,17.374608008511338,12.766207660533604,23.1045452547475
2007,All opioids,All,Underlying,All,QLD,15-64,86,2775594,3.098435866340682,2.4783487783564997,3.8265430858578418,30.984358663406823,24.783487783564997,38.26543085857842
2008,All opioids,All,Underlying,All,QLD,15-64,97,2849708,3.4038575180334263,2.7602982809241823,4.15241752228964,34.03857518033426,27.602982809241823,41.524175222896396
2009,All opioids,All,Underlying,All,QLD,15-64,139,2921335,4.758098609026353,4.0000065519933905,5.618073907278095,47.580986090263536,40.000065519933905,56.18073907278095
2010,All opioids,All,Underlying,All,QLD,15-64,186,2965089,6.272998888060359,5.403852826728854,7.2421546537246195,62.729988880603585,54.03852826728854,72.4215465372462
2011,All opioids,All,Underlying,All,QLD,15-64,188,3005182,6.255860709933708,5.393538659803463,7.2168456657460816,62.558607099337074,53.935386598034626,72.16845665746081
2012,All opioids,All,Underlying,All,QLD,15-64,163,3052873,5.339232912734988,4.551025917298595,6.224730317584591,53.39232912734988,45.510259172985954,62.24730317584591
2013,All opioids,All,Underlying,All,QLD,15-64,163,3096280,5.264381774258141,4.4872247165053265,6.13746531929781,52.64381774258141,44.87224716505327,61.3746531929781
2014,All opioids,All,Underlying,All,QLD,15-64,211,3128211,6.745069306386301,5.865605962950618,7.719189262787735,67.45069306386301,58.65605962950618,77.19189262787735
2015,All opioids,All,Underlying,All,QLD,15-64,222,3152970,7.040980408947753,6.145176445392042,8.030645485276183,70.40980408947753,61.45176445392042,80.30645485276183
2016,All opioids,All,Underlying,All,QLD,15-64,175,3180626,5.502061543859606,4.717053661989317,6.3803691022594,55.02061543859605,47.17053661989317,63.803691022594
1997,All opioids,Accidental,Underlying,Male,QLD,Allages,24,1678969,1.429448667604941,0.9158750270068521,2.126906316994228,14.29448667604941,9.15875027006852,21.26906316994228
1998,All opioids,Accidental,Underlying,Male,QLD,Allages,54,1701284,3.1740732293961504,2.3844632328917346,4.1414757190771105,31.740732293961504,23.844632328917346,41.414757190771105
1999,All opioids,Accidental,Underlying,Male,QLD,Allages,57,1724044,3.3061801206929755,2.504068691147663,4.283540663489243,33.06180120692976,25.040686911476627,42.83540663489242
2e3,All opioids,Accidental,Underlying,Male,QLD,Allages,101,1749554,5.772899836186823,4.702121300901649,7.014598328981179,57.72899836186823,47.02121300901649,70.14598328981178
2001,All opioids,Accidental,Underlying,Male,QLD,Allages,47,1777785,2.643739259809257,1.9425200484809169,3.5156127459159396,26.43739259809257,19.425200484809167,35.15612745915939
2002,All opioids,Accidental,Underlying,Male,QLD,Allages,30,1820884,1.6475514090958019,1.1115954470862364,2.351981278346995,16.47551409095802,11.115954470862363,23.519812783469952
2003,All opioids,Accidental,Underlying,Male,QLD,Allages,22,1865011,1.179617707348643,0.7392586183343627,1.7859554103668074,11.79617707348643,7.392586183343627,17.859554103668074
2004,All opioids,Accidental,Underlying,Male,QLD,Allages,29,1909221,1.5189441138558606,1.0172622811530514,2.1814560046639024,15.189441138558607,10.172622811530514,21.814560046639023
2005,All opioids,Accidental,Underlying,Male,QLD,Allages,36,1954193,1.84219265957866,1.2902476073109364,2.550371255063595,18.4219265957866,12.902476073109364,25.50371255063595
2006,All opioids,Accidental,Underlying,Male,QLD,Allages,24,1999858,1.2000852060496294,0.7689174822505735,1.7856316659170213,12.000852060496294,7.689174822505736,17.85631665917021
2007,All opioids,Accidental,Underlying,Male,QLD,Allages,42,2052323,2.0464614975323085,1.4749094033033558,2.766221449343548,20.464614975323087,14.749094033033558,27.662214493435478
2008,All opioids,Accidental,Underlying,Male,QLD,Allages,47,2107284,2.23035907832072,1.6387838584588725,2.9659047406510792,22.303590783207202,16.387838584588724,29.659047406510794
2009,All opioids,Accidental,Underlying,Male,QLD,Allages,84,2162727,3.883985357375203,3.098018224844253,4.808638012879732,38.83985357375203,30.98018224844253,48.08638012879732
2010,All opioids,Accidental,Underlying,Male,QLD,Allages,129,2199403,5.86522797322728,4.896821023985123,6.969100098662099,58.6522797322728,48.96821023985123,69.69100098662099
2011,All opioids,Accidental,Underlying,Male,QLD,Allages,108,2233959,4.834466523333687,3.965806898012805,5.836844937537168,48.344665233336876,39.65806898012805,58.36844937537168
2012,All opioids,Accidental,Underlying,Male,QLD,Allages,90,2278432,3.9500849707167034,3.176334677339323,4.855325010330688,39.500849707167035,31.76334677339323,48.55325010330688
2013,All opioids,Accidental,Underlying,Male,QLD,Allages,83,2317678,3.5811704645770464,2.8523822536976162,4.439399074698378,35.81170464577046,28.523822536976162,44.39399074698378
2014,All opioids,Accidental,Underlying,Male,QLD,Allages,111,2349349,4.72471310137404,3.8867502374459733,5.689774121254921,47.2471310137404,38.86750237445973,56.89774121254921
2015,All opioids,Accidental,Underlying,Male,QLD,Allages,126,2374773,5.30577027783287,4.419848327856332,6.317195479099977,53.057702778328704,44.19848327856332,63.17195479099978
2016,All opioids,Accidental,Underlying,Male,QLD,Allages,110,2403286,4.5770665663595596,3.7617920656834896,5.516603671180562,45.770665663595594,37.6179206568349,55.16603671180562
1997,All opioids,Accidental,Underlying,Female,QLD,Allages,11,1676448,0.6561491916241959,0.32754684154024627,1.1740304830985,6.561491916241959,3.2754684154024627,11.740304830985
1998,All opioids,Accidental,Underlying,Female,QLD,Allages,13,1703200,0.7632691404415217,0.40640862303360276,1.305212544043961,7.632691404415217,4.064086230336027,13.05212544043961
1999,All opioids,Accidental,Underlying,Female,QLD,Allages,18,1729892,1.0405273855246455,0.6166811897521164,1.644482722626471,10.405273855246456,6.166811897521164,16.44482722626471
2e3,All opioids,Accidental,Underlying,Female,QLD,Allages,28,1759904,1.5909958725021365,1.0572051999514334,2.299433744590427,15.909958725021365,10.572051999514333,22.99433744590427
2001,All opioids,Accidental,Underlying,Female,QLD,Allages,17,1793684,0.9477700642922611,0.5521109122854153,1.5174716873369571,9.47770064292261,5.521109122854153,15.174716873369572
2002,All opioids,Accidental,Underlying,Female,QLD,Allages,9,1832239,0.49120229402386917,0.22460939526062096,0.9324550219103229,4.912022940238692,2.2460939526062096,9.32455021910323
2003,All opioids,Accidental,Underlying,Female,QLD,Allages,12,1878110,0.6389402111697398,0.3301512409638405,1.11609860511086,6.389402111697398,3.301512409638405,11.1609860511086
2004,All opioids,Accidental,Underlying,Female,QLD,Allages,13,1920749,0.6768193033030343,0.36037773116155847,1.1573807952083663,6.768193033030343,3.603777311615585,11.573807952083664
2005,All opioids,Accidental,Underlying,Female,QLD,Allages,7,1964301,0.3563608632281916,0.14327526857764056,0.7342395839855769,3.563608632281916,1.4327526857764057,7.342395839855769
2006,All opioids,Accidental,Underlying,Female,QLD,Allages,11,2008134,0.547772210420221,0.27344552077025874,0.9801144023902358,5.4777221042022095,2.734455207702587,9.801144023902358
2007,All opioids,Accidental,Underlying,Female,QLD,Allages,19,2058695,0.9229147591071042,0.555656332914729,1.441245775524836,9.229147591071042,5.5565633291472905,14.41245775524836
2008,All opioids,Accidental,Underlying,Female,QLD,Allages,23,2112221,1.0889012087276853,0.6902704768268092,1.6338871589701194,10.889012087276853,6.902704768268092,16.338871589701192
2009,All opioids,Accidental,Underlying,Female,QLD,Allages,40,2166044,1.8466845548843882,1.319298518163698,2.5146600572425064,18.46684554884388,13.192985181636981,25.146600572425065
2010,All opioids,Accidental,Underlying,Female,QLD,Allages,34,2205341,1.5417116899382002,1.0676801432943652,2.154387968235009,15.417116899382002,10.676801432943652,21.543879682350088
2011,All opioids,Accidental,Underlying,Female,QLD,Allages,49,2242819,2.184750530470805,1.6162904172697663,2.888355986755915,21.847505304708047,16.16290417269766,28.88355986755915
2012,All opioids,Accidental,Underlying,Female,QLD,Allages,50,2291431,2.1820425751419092,1.6195540252041376,2.876750956490477,21.820425751419094,16.195540252041376,28.76750956490477
2013,All opioids,Accidental,Underlying,Female,QLD,Allages,39,2336843,1.6689182799186766,1.1867630401381366,2.281465272690468,16.689182799186767,11.867630401381366,22.81465272690468
2014,All opioids,Accidental,Underlying,Female,QLD,Allages,52,2375068,2.189410997916691,1.635156844549532,2.8711208058157105,21.894109979166913,16.351568445495317,28.711208058157105
2015,All opioids,Accidental,Underlying,Female,QLD,Allages,53,2409594,2.199540669506979,1.6476064837740942,2.877052699281579,21.99540669506979,16.476064837740942,28.77052699281579
2016,All opioids,Accidental,Underlying,Female,QLD,Allages,41,2445591,1.67648637895707,1.2030755611745865,2.274343071291741,16.7648637895707,12.030755611745864,22.74343071291741
1997,All opioids,Accidental,Underlying,All,QLD,Allages,35,3355417,1.0430894282290397,0.7265500444294669,1.4506850276174725,10.430894282290398,7.265500444294669,14.506850276174726
1998,All opioids,Accidental,Underlying,All,QLD,Allages,67,3404484,1.9679928000836544,1.5251676546973632,2.4992812830106694,19.679928000836544,15.25167654697363,24.992812830106693
1999,All opioids,Accidental,Underlying,All,QLD,Allages,75,3453936,2.1714357185541364,1.70797144357334,2.72191348106105,21.714357185541363,17.0797144357334,27.219134810610498
2e3,All opioids,Accidental,Underlying,All,QLD,Allages,129,3509458,3.675781274487399,3.068873555579224,4.3675860102322686,36.757812744873995,30.68873555579224,43.67586010232269
2001,All opioids,Accidental,Underlying,All,QLD,Allages,64,3571469,1.7919797147896286,1.3800426432024777,2.2883180210915004,17.919797147896286,13.800426432024777,22.883180210915004
2002,All opioids,Accidental,Underlying,All,QLD,Allages,39,3653123,1.067579711934145,0.7591528954829946,1.4594159989219664,10.67579711934145,7.591528954829946,14.594159989219664
2003,All opioids,Accidental,Underlying,All,QLD,Allages,34,3743121,0.9083329125614694,0.6290469356702438,1.269304443071801,9.083329125614695,6.290469356702438,12.693044430718011
2004,All opioids,Accidental,Underlying,All,QLD,Allages,42,3829970,1.0966143337937373,0.790343133579572,1.4823040137601857,10.966143337937373,7.9034313357957195,14.823040137601858
2005,All opioids,Accidental,Underlying,All,QLD,Allages,43,3918494,1.0973603634457525,0.7941650934553515,1.4781376937187254,10.973603634457525,7.941650934553515,14.781376937187254
2006,All opioids,Accidental,Underlying,All,QLD,Allages,35,4007992,0.8732552360383953,0.6082543005149182,1.2144867562892185,8.732552360383952,6.082543005149183,12.144867562892186
2007,All opioids,Accidental,Underlying,All,QLD,Allages,61,4111018,1.4838173902425142,1.1350026188849507,1.9060252467670262,14.838173902425142,11.350026188849506,19.060252467670264
2008,All opioids,Accidental,Underlying,All,QLD,Allages,70,4219505,1.6589623664387172,1.2932424945344416,2.095999147561624,16.589623664387172,12.932424945344415,20.959991475616242
2009,All opioids,Accidental,Underlying,All,QLD,Allages,124,4328771,2.8645543966174234,2.3825881376887477,3.4153877419565895,28.645543966174234,23.825881376887477,34.153877419565895
2010,All opioids,Accidental,Underlying,All,QLD,Allages,163,4404744,3.700555582798909,3.154259168119898,4.314282763955276,37.00555582798909,31.54259168119898,43.14282763955276
2011,All opioids,Accidental,Underlying,All,QLD,Allages,157,4476778,3.5069864978786085,2.9798695879600547,4.100480818794649,35.069864978786086,29.798695879600547,41.004808187946495
2012,All opioids,Accidental,Underlying,All,QLD,Allages,140,4569863,3.0635491698547637,2.5771138201813364,3.615108165804362,30.635491698547636,25.771138201813365,36.15108165804362
2013,All opioids,Accidental,Underlying,All,QLD,Allages,122,4654521,2.6211075210531867,2.1766713745104824,3.1296059250269366,26.211075210531867,21.766713745104823,31.296059250269366
2014,All opioids,Accidental,Underlying,All,QLD,Allages,163,4724417,3.450161152159092,2.940829343646235,4.022361091079687,34.50161152159092,29.40829343646235,40.22361091079687
2015,All opioids,Accidental,Underlying,All,QLD,Allages,179,4784367,3.741351781750857,3.213321685753239,4.33139111576261,37.41351781750857,32.13321685753239,43.3139111576261
2016,All opioids,Accidental,Underlying,All,QLD,Allages,151,4848877,3.1141231258289293,2.637234052261917,3.652326782552689,31.14123125828929,26.37234052261917,36.52326782552689
1997,All opioids,All,Underlying,Male,QLD,Allages,77,1678969,4.586147808565852,3.619315997494013,5.731896140260985,45.86147808565852,36.19315997494013,57.31896140260985
1998,All opioids,All,Underlying,Male,QLD,Allages,83,1701284,4.878668111849638,3.8858318757981523,6.047842434683914,48.78668111849638,38.85831875798152,60.47842434683914
1999,All opioids,All,Underlying,Male,QLD,Allages,97,1724044,5.6263065211792735,4.562554142200483,6.8636168407586835,56.263065211792735,45.62554142200483,68.63616840758684
2e3,All opioids,All,Underlying,Male,QLD,Allages,117,1749554,6.687418622117408,5.530677398843861,8.014694317210196,66.87418622117409,55.30677398843861,80.14694317210197
2001,All opioids,All,Underlying,Male,QLD,Allages,58,1777785,3.262486746147594,2.477343009648776,4.217522152922738,32.62486746147594,24.773430096487758,42.175221529227386
2002,All opioids,All,Underlying,Male,QLD,Allages,41,1820884,2.251653592430929,1.615825480771163,3.0546223406122746,22.516535924309288,16.15825480771163,30.546223406122746
2003,All opioids,All,Underlying,Male,QLD,Allages,29,1865011,1.554950614232302,1.0413764367530862,2.233167318949014,15.54950614232302,10.413764367530863,22.331673189490143
2004,All opioids,All,Underlying,Male,QLD,Allages,40,1909221,2.0950953294563592,1.4967668171874127,2.852925003983189,20.950953294563593,14.967668171874127,28.529250039831886
2005,All opioids,All,Underlying,Male,QLD,Allages,43,1954193,2.2003967878300656,1.5924379801351423,2.9639210067842137,22.003967878300656,15.924379801351423,29.639210067842136
2006,All opioids,All,Underlying,Male,QLD,Allages,32,1999858,1.6001136080661729,1.0944765093119981,2.2588841839894758,16.00113608066173,10.944765093119981,22.58884183989476
2007,All opioids,All,Underlying,Male,QLD,Allages,57,2052323,2.7773406037938475,2.103530780759647,3.598367595960601,27.773406037938475,21.035307807596467,35.98367595960601
2008,All opioids,All,Underlying,Male,QLD,Allages,68,2107284,3.2269024962938073,2.5058151182183157,4.090867824105855,32.269024962938076,25.058151182183156,40.90867824105855
2009,All opioids,All,Underlying,Male,QLD,Allages,98,2162727,4.53131625027107,3.6787415455452686,5.522223185240447,45.313162502710696,36.78741545545269,55.22223185240448
2010,All opioids,All,Underlying,Male,QLD,Allages,144,2199403,6.547231225928127,5.521562937728226,7.708160489086497,65.47231225928127,55.21562937728226,77.08160489086497
2011,All opioids,All,Underlying,Male,QLD,Allages,130,2233959,5.819265259568327,4.8619808363595896,6.909904950178261,58.19265259568327,48.619808363595894,69.0990495017826
2012,All opioids,All,Underlying,Male,QLD,Allages,106,2278432,4.652322298844117,3.808941166594447,5.626850133210936,46.52322298844118,38.08941166594447,56.26850133210936
2013,All opioids,All,Underlying,Male,QLD,Allages,107,2317678,4.616689635057156,3.7834891488478,5.5787973120431875,46.16689635057156,37.834891488478,55.78797312043187
2014,All opioids,All,Underlying,Male,QLD,Allages,138,2349349,5.873967639546104,4.9348526501677625,6.9397833984591335,58.73967639546103,49.348526501677625,69.39783398459133
2015,All opioids,All,Underlying,Male,QLD,Allages,153,2374773,6.442721051654201,5.462297870302424,7.548316585464727,64.427210516542,54.622978703024245,75.48316585464727
2016,All opioids,All,Underlying,Male,QLD,Allages,131,2403286,5.450870183573657,4.557460894111801,6.468225708097428,54.50870183573657,45.574608941118015,64.68225708097428
1997,All opioids,All,Underlying,Female,QLD,Allages,23,1676448,1.3719483097596823,0.8696981933430682,2.058596967401926,13.719483097596823,8.696981933430681,20.58596967401926
1998,All opioids,All,Underlying,Female,QLD,Allages,25,1703200,1.4678252700798498,0.9498992309306709,2.1667997724920207,14.678252700798497,9.498992309306708,21.667997724920205
1999,All opioids,All,Underlying,Female,QLD,Allages,30,1729892,1.7342123092077426,1.1700651624911698,2.475695059600015,17.342123092077426,11.700651624911698,24.756950596000152
2e3,All opioids,All,Underlying,Female,QLD,Allages,38,1759904,2.1592086841100424,1.5279842477220407,2.9636826277881387,21.592086841100425,15.279842477220406,29.636826277881386
2001,All opioids,All,Underlying,Female,QLD,Allages,22,1793684,1.2265259655546907,0.7686557136253587,1.856975078020214,12.265259655546908,7.686557136253587,18.569750780202142
2002,All opioids,All,Underlying,Female,QLD,Allages,18,1832239,0.9824045880477383,0.5822340080648147,1.5526235965994344,9.824045880477383,5.822340080648147,15.526235965994344
2003,All opioids,All,Underlying,Female,QLD,Allages,16,1878110,0.851920281559653,0.4869458293529277,1.3834651775336548,8.51920281559653,4.869458293529277,13.834651775336548
2004,All opioids,All,Underlying,Female,QLD,Allages,14,1920749,0.728882326634037,0.3984869337980155,1.2229404369565444,7.288823266340369,3.9848693379801547,12.229404369565444
2005,All opioids,All,Underlying,Female,QLD,Allages,14,1964301,0.7127217264563832,0.3896517792362803,1.195825701531408,7.127217264563832,3.896517792362803,11.95825701531408
2006,All opioids,All,Underlying,Female,QLD,Allages,17,2008134,0.8465570524676141,0.4931506112598825,1.355419850482738,8.465570524676142,4.931506112598825,13.55419850482738
2007,All opioids,All,Underlying,Female,QLD,Allages,38,2058695,1.8458295182142084,1.3062185459735465,2.5335452368490023,18.458295182142084,13.062185459735465,25.335452368490024
2008,All opioids,All,Underlying,Female,QLD,Allages,37,2112221,1.7517106401271458,1.23336590526645,2.4145024064648286,17.51710640127146,12.333659052664501,24.145024064648286
2009,All opioids,All,Underlying,Female,QLD,Allages,53,2166044,2.4468570352218144,1.8328633664242993,3.200548521577907,24.468570352218144,18.328633664242993,32.00548521577907
2010,All opioids,All,Underlying,Female,QLD,Allages,53,2205341,2.403256457844841,1.8002035502279035,3.1435179057899423,24.032564578448408,18.002035502279035,31.435179057899422
2011,All opioids,All,Underlying,Female,QLD,Allages,66,2242819,2.9427252043076146,2.2759034599871932,3.743867802835334,29.427252043076145,22.75903459987193,37.43867802835334
2012,All opioids,All,Underlying,Female,QLD,Allages,73,2291431,3.1857821597071876,2.4971446603524927,4.005642869578225,31.857821597071876,24.971446603524928,40.05642869578225
2013,All opioids,All,Underlying,Female,QLD,Allages,66,2336843,2.824323242939299,2.1843313916360736,3.59323148439469,28.24323242939299,21.843313916360735,35.9323148439469
2014,All opioids,All,Underlying,Female,QLD,Allages,86,2375068,3.6209489580929892,2.8962918110612543,4.471842502971919,36.20948958092989,28.96291811061254,44.718425029719185
2015,All opioids,All,Underlying,Female,QLD,Allages,80,2409594,3.3200613879350627,2.6326034273193044,4.132103834919658,33.20061387935063,26.326034273193045,41.32103834919658
2016,All opioids,All,Underlying,Female,QLD,Allages,55,2445591,2.248945142503387,1.6942138886808729,2.927312466703045,22.48945142503387,16.942138886808728,29.273124667030448
1997,All opioids,All,Underlying,All,QLD,Allages,100,3355417,2.980255509225828,2.4248547373222515,3.62478960723434,29.802555092258277,24.248547373222515,36.2478960723434
1998,All opioids,All,Underlying,All,QLD,Allages,108,3404484,3.172286901627383,2.602288632308975,3.8300289500011147,31.722869016273833,26.02288632308975,38.30028950001115
1999,All opioids,All,Underlying,All,QLD,Allages,127,3453936,3.6769644834183377,3.065319613857733,4.3748901277044245,36.769644834183374,30.653196138577332,43.74890127704425
2e3,All opioids,All,Underlying,All,QLD,Allages,155,3509458,4.416636415081759,3.7487028461402256,5.1692571219639225,44.166364150817586,37.487028461402254,51.69257121963923
2001,All opioids,All,Underlying,All,QLD,Allages,80,3571469,2.239974643487036,1.7761614122502623,2.7878423718641816,22.39974643487036,17.76161412250262,27.878423718641816
2002,All opioids,All,Underlying,All,QLD,Allages,59,3653123,1.6150564872849886,1.2294558312610298,2.083304523867677,16.150564872849888,12.294558312610297,20.833045238676767
2003,All opioids,All,Underlying,All,QLD,Allages,45,3743121,1.2022053254490037,0.8768967556573981,1.6086453117404937,12.022053254490038,8.768967556573982,16.086453117404936
2004,All opioids,All,Underlying,All,QLD,Allages,54,3829970,1.4099327148776621,1.0591856193930975,1.839655761599799,14.099327148776622,10.591856193930976,18.396557615997992
2005,All opioids,All,Underlying,All,QLD,Allages,57,3918494,1.4546404817769276,1.101730563466725,1.8846558345233264,14.546404817769275,11.017305634667249,18.846558345233262
2006,All opioids,All,Underlying,All,QLD,Allages,49,4007992,1.2225573304537534,0.9044546140238205,1.6162855828704032,12.225573304537534,9.044546140238205,16.162855828704032
2007,All opioids,All,Underlying,All,QLD,Allages,95,4111018,2.310863148738342,1.8696262259725531,2.824910436941151,23.10863148738342,18.696262259725533,28.24910436941151
2008,All opioids,All,Underlying,All,QLD,Allages,105,4219505,2.488443549658076,2.035300887308938,3.0124127314100404,24.88443549658076,20.353008873089383,30.124127314100406
2009,All opioids,All,Underlying,All,QLD,Allages,151,4328771,3.488288015235733,2.9541002607043905,4.091157359075759,34.88288015235733,29.541002607043904,40.91157359075759
2010,All opioids,All,Underlying,All,QLD,Allages,197,4404744,4.472450612339786,3.8696832750924157,5.142495507264147,44.72450612339786,38.69683275092416,51.424955072641474
2011,All opioids,All,Underlying,All,QLD,Allages,196,4476778,4.378148748943995,3.7866425630850786,5.035853787008028,43.781487489439954,37.866425630850785,50.35853787008028
2012,All opioids,All,Underlying,All,QLD,Allages,179,4569863,3.9169664386000194,3.364151230288997,4.534701525701713,39.16966438600019,33.64151230288997,45.347015257017134
2013,All opioids,All,Underlying,All,QLD,Allages,173,4654521,3.7168164028049286,3.1835821194761684,4.313815323235844,37.16816402804929,31.835821194761685,43.13815323235844
2014,All opioids,All,Underlying,All,QLD,Allages,224,4724417,4.741325755114335,4.140707140946826,5.404579298935797,47.41325755114335,41.40707140946826,54.04579298935797
2015,All opioids,All,Underlying,All,QLD,Allages,233,4784367,4.870027738256701,4.264734794431036,5.537144576386509,48.700277382567016,42.64734794431036,55.37144576386509
2016,All opioids,All,Underlying,All,QLD,Allages,186,4848877,3.8359397443985483,3.3044567998224395,4.428578637910938,38.359397443985486,33.044567998224395,44.28578637910938
1997,All opioids,Accidental,Underlying,Male,SA,15-64,34,486747,6.985148341951773,4.8374181965023695,9.761046531884865,69.85148341951773,48.374181965023695,97.61046531884865
1998,All opioids,Accidental,Underlying,Male,SA,15-64,41,489617,8.373892246388504,6.0092496067916725,11.360130359165307,83.73892246388505,60.09249606791673,113.60130359165308
1999,All opioids,Accidental,Underlying,Male,SA,15-64,47,492624,9.540745071291695,7.010180186894359,12.687168318023826,95.40745071291695,70.10180186894358,126.87168318023825
2e3,All opioids,Accidental,Underlying,Male,SA,15-64,43,495858,8.671837501865454,6.275851460930819,11.680912043388759,86.71837501865454,62.75851460930819,116.80912043388759
2001,All opioids,Accidental,Underlying,Male,SA,15-64,13,498650,2.607039005314349,1.3881383069303765,4.458112914901584,26.070390053143488,13.881383069303766,44.58112914901584
2002,All opioids,Accidental,Underlying,Male,SA,15-64,14,501883,2.789494762723583,1.525043445595098,4.680297243269538,27.89494762723583,15.25043445595098,46.802972432695384
