year,sex,age,location,n
1980,male,21,NSW,45215
1981,male,21,NSW,46503
1982,male,21,NSW,47800
1983,male,21,NSW,48034
1984,male,21,NSW,47014
1985,male,21,NSW,46479
1986,male,21,NSW,44228
1987,male,21,NSW,44309
1988,male,21,NSW,44428
1989,male,21,NSW,44628
1990,male,21,NSW,45537
1991,male,21,NSW,47359
1992,male,21,NSW,50816
1993,male,21,NSW,50277
1994,male,21,NSW,47761
1995,male,21,NSW,46087
1996,male,21,NSW,45368
1997,male,21,NSW,43540
1998,male,21,NSW,42753
1999,male,21,NSW,42338
2e3,male,21,NSW,42571
2001,male,21,NSW,43797
2002,male,21,NSW,45136
2003,male,21,NSW,45664
2004,male,21,NSW,46003
2005,male,21,NSW,46081
2006,male,21,NSW,47094
2007,male,21,NSW,47472
2008,male,21,NSW,48157
2009,male,21,NSW,49924
2010,male,21,NSW,50723
2011,male,21,NSW,51430
2012,male,21,NSW,50437
2013,male,21,NSW,50470
2014,male,21,NSW,51220
2015,male,21,NSW,52103
2016,male,21,NSW,52992
2017,male,21,NSW,52971
1971,male,22,NSW,41451
1972,male,22,NSW,42232
1973,male,22,NSW,41662
1974,male,22,NSW,41390
1975,male,22,NSW,41471
1976,male,22,NSW,39904
1977,male,22,NSW,41030
1978,male,22,NSW,42113
1979,male,22,NSW,43119
1980,male,22,NSW,44914
1981,male,22,NSW,45372
1982,male,22,NSW,46763
1983,male,22,NSW,47936
1984,male,22,NSW,48017
1985,male,22,NSW,47227
1986,male,22,NSW,46566
1987,male,22,NSW,44916
1988,male,22,NSW,44984
1989,male,22,NSW,44610
1990,male,22,NSW,44694
1991,male,22,NSW,45540
1992,male,22,NSW,47250
1993,male,22,NSW,50545
1994,male,22,NSW,50062
1995,male,22,NSW,47788
1996,male,22,NSW,46247
1997,male,22,NSW,45160
1998,male,22,NSW,43666
1999,male,22,NSW,42955
2e3,male,22,NSW,42546
2001,male,22,NSW,42781
2002,male,22,NSW,44008
2003,male,22,NSW,45537
2004,male,22,NSW,46140
2005,male,22,NSW,46609
2006,male,22,NSW,46792
2007,male,22,NSW,48271
2008,male,22,NSW,49244
2009,male,22,NSW,49898
2010,male,22,NSW,50551
2011,male,22,NSW,50999
2012,male,22,NSW,52406
2013,male,22,NSW,51966
2014,male,22,NSW,52146
2015,male,22,NSW,52846
2016,male,22,NSW,53492
2017,male,22,NSW,55093
1971,male,23,NSW,43143
1972,male,23,NSW,41677
1973,male,23,NSW,41976
1974,male,23,NSW,41622
1975,male,23,NSW,41120
1976,male,23,NSW,40881
1977,male,23,NSW,40164
1978,male,23,NSW,41284
1979,male,23,NSW,42541
1980,male,23,NSW,43638
1981,male,23,NSW,45461
1982,male,23,NSW,45830
1983,male,23,NSW,46495
1984,male,23,NSW,47938
1985,male,23,NSW,48268
1986,male,23,NSW,47272
1987,male,23,NSW,47292
1988,male,23,NSW,45502
1989,male,23,NSW,45204
1990,male,23,NSW,44728
1991,male,23,NSW,44811
1992,male,23,NSW,45573
1993,male,23,NSW,46878
1994,male,23,NSW,50515
1995,male,23,NSW,50029
1996,male,23,NSW,47908
1997,male,23,NSW,46342
1998,male,23,NSW,45068
1999,male,23,NSW,43779
2e3,male,23,NSW,43434
2001,male,23,NSW,42908
2002,male,23,NSW,43332
2003,male,23,NSW,44543
2004,male,23,NSW,46291
2005,male,23,NSW,46847
2006,male,23,NSW,47620
2007,male,23,NSW,48377
2008,male,23,NSW,50624
2009,male,23,NSW,51671
2010,male,23,NSW,50911
2011,male,23,NSW,51050
2012,male,23,NSW,52416
2013,male,23,NSW,54225
2014,male,23,NSW,54219
2015,male,23,NSW,54713
2016,male,23,NSW,55542
2017,male,23,NSW,56697
1971,male,24,NSW,46136
1972,male,24,NSW,43192
1973,male,24,NSW,41395
1974,male,24,NSW,41755
1975,male,24,NSW,41156
1976,male,24,NSW,40761
1977,male,24,NSW,41058
1978,male,24,NSW,40627
1979,male,24,NSW,41775
1980,male,24,NSW,43031
1981,male,24,NSW,44272
1982,male,24,NSW,45815
1983,male,24,NSW,45751
1984,male,24,NSW,46326
1985,male,24,NSW,48171
1986,male,24,NSW,48470
1987,male,24,NSW,47857
1988,male,24,NSW,47868
1989,male,24,NSW,45586
1990,male,24,NSW,45336
1991,male,24,NSW,44907
1992,male,24,NSW,44882
1993,male,24,NSW,45484
1994,male,24,NSW,46792
1995,male,24,NSW,50641
1996,male,24,NSW,50083
1997,male,24,NSW,47919
1998,male,24,NSW,46278
1999,male,24,NSW,45188
2e3,male,24,NSW,44093
2001,male,24,NSW,43562
2002,male,24,NSW,43643
2003,male,24,NSW,44248
2004,male,24,NSW,45164
2005,male,24,NSW,46858
2006,male,24,NSW,47805
2007,male,24,NSW,49185
2008,male,24,NSW,50508
2009,male,24,NSW,52524
2010,male,24,NSW,52407
2011,male,24,NSW,51120
2012,male,24,NSW,52108
2013,male,24,NSW,53718
2014,male,24,NSW,55888
2015,male,24,NSW,56248
2016,male,24,NSW,56990
2017,male,24,NSW,58199
1971,male,25,NSW,39978
1972,male,25,NSW,46055
1973,male,25,NSW,42823
1974,male,25,NSW,41276
1975,male,25,NSW,41338
1976,male,25,NSW,40728
1977,male,25,NSW,40764
1978,male,25,NSW,41371
1979,male,25,NSW,41233
1980,male,25,NSW,42250
1981,male,25,NSW,43696
1982,male,25,NSW,44568
1983,male,25,NSW,45677
1984,male,25,NSW,45742
1985,male,25,NSW,46444
1986,male,25,NSW,48426
1987,male,25,NSW,48947
1988,male,25,NSW,48480
1989,male,25,NSW,48185
1990,male,25,NSW,45822
1991,male,25,NSW,45569
1992,male,25,NSW,44806
1993,male,25,NSW,44638
1994,male,25,NSW,45574
1995,male,25,NSW,46791
1996,male,25,NSW,50651
1997,male,25,NSW,50056
1998,male,25,NSW,47803
1999,male,25,NSW,46492
2e3,male,25,NSW,45508
2001,male,25,NSW,44223
2002,male,25,NSW,44143
2003,male,25,NSW,44321
2004,male,25,NSW,44728
2005,male,25,NSW,45569
2006,male,25,NSW,47546
2007,male,25,NSW,48873
2008,male,25,NSW,50917
2009,male,25,NSW,52167
2010,male,25,NSW,52884
2011,male,25,NSW,52191
2012,male,25,NSW,51837
2013,male,25,NSW,53073
2014,male,25,NSW,54924
2015,male,25,NSW,57206
2016,male,25,NSW,57898
2017,male,25,NSW,58702
1971,male,26,NSW,38593
1972,male,26,NSW,39854
1973,male,26,NSW,45788
1974,male,26,NSW,42706
1975,male,26,NSW,41150
1976,male,26,NSW,40895
1977,male,26,NSW,41156
1978,male,26,NSW,41035
1979,male,26,NSW,41914
1980,male,26,NSW,41888
1981,male,26,NSW,42902
1982,male,26,NSW,44233
1983,male,26,NSW,44643
1984,male,26,NSW,45635
1985,male,26,NSW,46080
1986,male,26,NSW,46691
1987,male,26,NSW,49119
1988,male,26,NSW,49612
1989,male,26,NSW,48741
1990,male,26,NSW,48604
1991,male,26,NSW,46131
1992,male,26,NSW,45480
1993,male,26,NSW,44518
1994,male,26,NSW,44728
1995,male,26,NSW,45896
1996,male,26,NSW,46743
1997,male,26,NSW,50950
1998,male,26,NSW,49978
1999,male,26,NSW,48070
2e3,male,26,NSW,46760
2001,male,26,NSW,45680
2002,male,26,NSW,44782
2003,male,26,NSW,44670
2004,male,26,NSW,44682
2005,male,26,NSW,45121
2006,male,26,NSW,46242
2007,male,26,NSW,48597
2008,male,26,NSW,50383
2009,male,26,NSW,52443
2010,male,26,NSW,52286
2011,male,26,NSW,52814
2012,male,26,NSW,52916
2013,male,26,NSW,52735
2014,male,26,NSW,54273
2015,male,26,NSW,56295
2016,male,26,NSW,58587
2017,male,26,NSW,59392
1971,male,27,NSW,37750
1972,male,27,NSW,38417
1973,male,27,NSW,39560
1974,male,27,NSW,45755
1975,male,27,NSW,42590
1976,male,27,NSW,40934
1977,male,27,NSW,41091
1978,male,27,NSW,41770
1979,male,27,NSW,41389
1980,male,27,NSW,42553
1981,male,27,NSW,42781
1982,male,27,NSW,43021
1983,male,27,NSW,44349
1984,male,27,NSW,44654
1985,male,27,NSW,45859
1986,male,27,NSW,46467
1987,male,27,NSW,47382
1988,male,27,NSW,49970
1989,male,27,NSW,49838
1990,male,27,NSW,49124
1991,male,27,NSW,48828
1992,male,27,NSW,46245
1993,male,27,NSW,45354
1994,male,27,NSW,44634
1995,male,27,NSW,45106
1996,male,27,NSW,46308
1997,male,27,NSW,46810
1998,male,27,NSW,50784
1999,male,27,NSW,50302
2e3,male,27,NSW,48319
2001,male,27,NSW,47180
2002,male,27,NSW,46109
2003,male,27,NSW,45153
2004,male,27,NSW,44786
2005,male,27,NSW,44857
2006,male,27,NSW,45677
2007,male,27,NSW,47332
2008,male,27,NSW,49922
2009,male,27,NSW,51720
2010,male,27,NSW,52793
2011,male,27,NSW,52342
2012,male,27,NSW,53346
2013,male,27,NSW,53862
2014,male,27,NSW,53950
2015,male,27,NSW,55618
2016,male,27,NSW,57748
2017,male,27,NSW,59989
1971,male,28,NSW,34608
1972,male,28,NSW,37718
1973,male,28,NSW,37996
1974,male,28,NSW,39531
1975,male,28,NSW,45665
1976,male,28,NSW,42354
1977,male,28,NSW,41031
1978,male,28,NSW,41413
1979,male,28,NSW,42479
1980,male,28,NSW,41975
1981,male,28,NSW,43258
1982,male,28,NSW,43047
1983,male,28,NSW,42724
1984,male,28,NSW,44564
1985,male,28,NSW,44952
1986,male,28,NSW,46055
1987,male,28,NSW,46646
1988,male,28,NSW,48350
1989,male,28,NSW,50497
1990,male,28,NSW,50027
1991,male,28,NSW,49374
1992,male,28,NSW,49152
1993,male,28,NSW,46266
1994,male,28,NSW,45563
1995,male,28,NSW,45014
1996,male,28,NSW,45494
1997,male,28,NSW,46446
1998,male,28,NSW,46983
1999,male,28,NSW,51159
2e3,male,28,NSW,50681
2001,male,28,NSW,48785
2002,male,28,NSW,47453
2003,male,28,NSW,46429
2004,male,28,NSW,45443
2005,male,28,NSW,45039
2006,male,28,NSW,45284
2007,male,28,NSW,46565
2008,male,28,NSW,48441
2009,male,28,NSW,51190
2010,male,28,NSW,52124
2011,male,28,NSW,53077
2012,male,28,NSW,53207
2013,male,28,NSW,54283
2014,male,28,NSW,55063
2015,male,28,NSW,55068
2016,male,28,NSW,57001
2017,male,28,NSW,59085
1971,male,29,NSW,34222
1972,male,29,NSW,34593
1973,male,29,NSW,37477
1974,male,29,NSW,37866
1975,male,29,NSW,39375
1976,male,29,NSW,45473
1977,male,29,NSW,42381
1978,male,29,NSW,41312
1979,male,29,NSW,41707
1980,male,29,NSW,43335
1981,male,29,NSW,42547
1982,male,29,NSW,43477
1983,male,29,NSW,43038
1984,male,29,NSW,42365
1985,male,29,NSW,45034
1986,male,29,NSW,45274
1987,male,29,NSW,46439
1988,male,29,NSW,47075
1989,male,29,NSW,48837
1990,male,29,NSW,51050
1991,male,29,NSW,50348
1992,male,29,NSW,49722
1993,male,29,NSW,49061
1994,male,29,NSW,46372
1995,male,29,NSW,45945
1996,male,29,NSW,45368
1997,male,29,NSW,45600
1998,male,29,NSW,46651
1999,male,29,NSW,47569
2e3,male,29,NSW,51789
2001,male,29,NSW,51242
2002,male,29,NSW,49358
2003,male,29,NSW,47863
2004,male,29,NSW,46716
2005,male,29,NSW,45666
2006,male,29,NSW,45589
2007,male,29,NSW,45793
2008,male,29,NSW,47650
2009,male,29,NSW,49542
2010,male,29,NSW,51714
2011,male,29,NSW,52464
2012,male,29,NSW,53791
2013,male,29,NSW,54325
2014,male,29,NSW,55253
2015,male,29,NSW,56210
2016,male,29,NSW,56306
2017,male,29,NSW,58301
1971,male,30,NSW,33532
1972,male,30,NSW,34131
1973,male,30,NSW,34359
1974,male,30,NSW,37427
1975,male,30,NSW,37546
1976,male,30,NSW,39177
1977,male,30,NSW,45240
1978,male,30,NSW,42587
1979,male,30,NSW,41618
1980,male,30,NSW,42205
1981,male,30,NSW,44230
1982,male,30,NSW,42764
1983,male,30,NSW,43427
1984,male,30,NSW,42946
1985,male,30,NSW,42384
1986,male,30,NSW,45624
1987,male,30,NSW,45566
1988,male,30,NSW,47013
1989,male,30,NSW,47345
1990,male,30,NSW,49412
1991,male,30,NSW,51683
1992,male,30,NSW,50630
1993,male,30,NSW,49714
1994,male,30,NSW,49290
1995,male,30,NSW,46800
1996,male,30,NSW,46381
1997,male,30,NSW,45613
1998,male,30,NSW,45697
1999,male,30,NSW,47226
2e3,male,30,NSW,48126
2001,male,30,NSW,52385
2002,male,30,NSW,51734
2003,male,30,NSW,49860
2004,male,30,NSW,48159
2005,male,30,NSW,47015
2006,male,30,NSW,46278
2007,male,30,NSW,46260
2008,male,30,NSW,46826
2009,male,30,NSW,48750
2010,male,30,NSW,50042
2011,male,30,NSW,52148
2012,male,30,NSW,53188
2013,male,30,NSW,54629
2014,male,30,NSW,55286
2015,male,30,NSW,56143
2016,male,30,NSW,57350
2017,male,30,NSW,57520
1971,male,31,NSW,31917
1972,male,31,NSW,33537
1973,male,31,NSW,33834
1974,male,31,NSW,34283
1975,male,31,NSW,37242
1976,male,31,NSW,37077
1977,male,31,NSW,38927
1978,male,31,NSW,45135
1979,male,31,NSW,42843
1980,male,31,NSW,42010
1981,male,31,NSW,42704
1982,male,31,NSW,44425
1983,male,31,NSW,42579
1984,male,31,NSW,43291
1985,male,31,NSW,42998
1986,male,31,NSW,42577
1987,male,31,NSW,45941
1988,male,31,NSW,46061
1989,male,31,NSW,47341
1990,male,31,NSW,47438
1991,male,31,NSW,49986
1992,male,31,NSW,51694
1993,male,31,NSW,50581
1994,male,31,NSW,49962
1995,male,31,NSW,49677
1996,male,31,NSW,47213
1997,male,31,NSW,46626
1998,male,31,NSW,45780
1999,male,31,NSW,46012
2e3,male,31,NSW,47733
2001,male,31,NSW,48719
2002,male,31,NSW,52688
2003,male,31,NSW,51932
2004,male,31,NSW,49958
2005,male,31,NSW,48325
2006,male,31,NSW,47286
2007,male,31,NSW,46789
2008,male,31,NSW,47003
2009,male,31,NSW,47677
2010,male,31,NSW,49267
2011,male,31,NSW,50348
2012,male,31,NSW,52690
2013,male,31,NSW,53755
2014,male,31,NSW,55182
2015,male,31,NSW,56106
2016,male,31,NSW,56955
2017,male,31,NSW,58342
1971,male,32,NSW,31371
1972,male,32,NSW,32020
1973,male,32,NSW,33286
1974,male,32,NSW,33694
1975,male,32,NSW,34090
1976,male,32,NSW,36926
1977,male,32,NSW,37071
1978,male,32,NSW,38769
1979,male,32,NSW,45135
1980,male,32,NSW,43094
1981,male,32,NSW,42378
1982,male,32,NSW,43117
1983,male,32,NSW,44265
1984,male,32,NSW,42377
1985,male,32,NSW,43329
1986,male,32,NSW,43173
1987,male,32,NSW,43233
1988,male,32,NSW,46343
1989,male,32,NSW,46365
1990,male,32,NSW,47690
1991,male,32,NSW,47473
1992,male,32,NSW,50064
1993,male,32,NSW,51378
1994,male,32,NSW,50640
1995,male,32,NSW,50384
1996,male,32,NSW,49977
1997,male,32,NSW,47557
1998,male,32,NSW,46794
1999,male,32,NSW,46176
2e3,male,32,NSW,46406
2001,male,32,NSW,48237
2002,male,32,NSW,49050
2003,male,32,NSW,52644
2004,male,32,NSW,52016
2005,male,32,NSW,50124
2006,male,32,NSW,48489
2007,male,32,NSW,47576
2008,male,32,NSW,47391
2009,male,32,NSW,47734
2010,male,32,NSW,48097
2011,male,32,NSW,49490
2012,male,32,NSW,50850
2013,male,32,NSW,53095
2014,male,32,NSW,54336
2015,male,32,NSW,55700
2016,male,32,NSW,56925
2017,male,32,NSW,57868
1971,male,33,NSW,30300
1972,male,33,NSW,31319
1973,male,33,NSW,31868
1974,male,33,NSW,33227
1975,male,33,NSW,33459
1976,male,33,NSW,33744
1977,male,33,NSW,36700
1978,male,33,NSW,37153
1979,male,33,NSW,38622
1980,male,33,NSW,45198
1981,male,33,NSW,43365
1982,male,33,NSW,42563
1983,male,33,NSW,43202
1984,male,33,NSW,44084
1985,male,33,NSW,42291
1986,male,33,NSW,43565
1987,male,33,NSW,43657
1988,male,33,NSW,44011
1989,male,33,NSW,46605
1990,male,33,NSW,46538
1991,male,33,NSW,47928
1992,male,33,NSW,47721
1993,male,33,NSW,49811
1994,male,33,NSW,51244
1995,male,33,NSW,50908
1996,male,33,NSW,50894
1997,male,33,NSW,50073
1998,male,33,NSW,47758
1999,male,33,NSW,47142
2e3,male,33,NSW,46579
2001,male,33,NSW,46820
2002,male,33,NSW,48546
2003,male,33,NSW,49119
2004,male,33,NSW,52425
2005,male,33,NSW,52091
2006,male,33,NSW,50153
2007,male,33,NSW,48773
2008,male,33,NSW,48085
2009,male,33,NSW,47882
2010,male,33,NSW,48115
2011,male,33,NSW,48347
2012,male,33,NSW,49686
2013,male,33,NSW,51302
2014,male,33,NSW,53623
2015,male,33,NSW,55022
2016,male,33,NSW,56480
2017,male,33,NSW,57846
1971,male,34,NSW,30027
1972,male,34,NSW,30552
1973,male,34,NSW,31074
1974,male,34,NSW,31873
1975,male,34,NSW,33051
1976,male,34,NSW,33112
1977,male,34,NSW,33505
1978,male,34,NSW,36554
1979,male,34,NSW,37318
1980,male,34,NSW,38618
1981,male,34,NSW,45250
1982,male,34,NSW,43803
1983,male,34,NSW,42523
1984,male,34,NSW,43204
1985,male,34,NSW,44054
1986,male,34,NSW,42465
1987,male,34,NSW,43843
1988,male,34,NSW,44315
1989,male,34,NSW,44642
1990,male,34,NSW,46729
1991,male,34,NSW,46654
1992,male,34,NSW,48027
1993,male,34,NSW,47655
1994,male,34,NSW,49759
1995,male,34,NSW,51270
1996,male,34,NSW,51162
1997,male,34,NSW,51044
1998,male,34,NSW,50098
1999,male,34,NSW,48124
2e3,male,34,NSW,47564
2001,male,34,NSW,47104
2002,male,34,NSW,46918
2003,male,34,NSW,48407
2004,male,34,NSW,49093
2005,male,34,NSW,52259
2006,male,34,NSW,52060
2007,male,34,NSW,50315
2008,male,34,NSW,49257
2009,male,34,NSW,48642
2010,male,34,NSW,48244
2011,male,34,NSW,48327
2012,male,34,NSW,48715
2013,male,34,NSW,49957
2014,male,34,NSW,51792
2015,male,34,NSW,54220
2016,male,34,NSW,55742
2017,male,34,NSW,57416
1971,male,35,NSW,30434
1972,male,35,NSW,30115
1973,male,35,NSW,30614
1974,male,35,NSW,30915
1975,male,35,NSW,31686
1976,male,35,NSW,32725
1977,male,35,NSW,32959
1978,male,35,NSW,33476
1979,male,35,NSW,36515
1980,male,35,NSW,37523
1981,male,35,NSW,38598
1982,male,35,NSW,45663
1983,male,35,NSW,43895
1984,male,35,NSW,42345
1985,male,35,NSW,43365
1986,male,35,NSW,44027
1987,male,35,NSW,42883
1988,male,35,NSW,44246
1989,male,35,NSW,44554
1990,male,35,NSW,45050
1991,male,35,NSW,46764
1992,male,35,NSW,46924
1993,male,35,NSW,47856
1994,male,35,NSW,47823
1995,male,35,NSW,49841
1996,male,35,NSW,51287
1997,male,35,NSW,51302
1998,male,35,NSW,51238
1999,male,35,NSW,50315
2e3,male,35,NSW,48552
2001,male,35,NSW,48183
2002,male,35,NSW,47327
2003,male,35,NSW,46902
2004,male,35,NSW,48236
2005,male,35,NSW,48976
2006,male,35,NSW,51960
2007,male,35,NSW,52225
2008,male,35,NSW,50598
2009,male,35,NSW,49700
2010,male,35,NSW,48962
2011,male,35,NSW,48302
2012,male,35,NSW,48616
2013,male,35,NSW,48977
2014,male,35,NSW,50155
2015,male,35,NSW,52178
2016,male,35,NSW,54575
2017,male,35,NSW,56268
1971,male,36,NSW,28375
1972,male,36,NSW,30331
1973,male,36,NSW,30046
1974,male,36,NSW,30788
1975,male,36,NSW,30639
1976,male,36,NSW,31551
1977,male,36,NSW,32642
1978,male,36,NSW,32912
1979,male,36,NSW,33341
1980,male,36,NSW,36473
1981,male,36,NSW,37684
1982,male,36,NSW,39028
1983,male,36,NSW,45837
1984,male,36,NSW,43920
1985,male,36,NSW,42344
1986,male,36,NSW,43766
1987,male,36,NSW,44293
1988,male,36,NSW,43375
1989,male,36,NSW,44389
1990,male,36,NSW,44723
1991,male,36,NSW,45406
1992,male,36,NSW,46783
1993,male,36,NSW,46786
1994,male,36,NSW,47854
1995,male,36,NSW,48174
1996,male,36,NSW,49987
1997,male,36,NSW,51358
1998,male,36,NSW,51470
1999,male,36,NSW,51512
2e3,male,36,NSW,50554
2001,male,36,NSW,49043
2002,male,36,NSW,48188
2003,male,36,NSW,47105
2004,male,36,NSW,46699
2005,male,36,NSW,48165
2006,male,36,NSW,48974
2007,male,36,NSW,52168
2008,male,36,NSW,52584
2009,male,36,NSW,50909
2010,male,36,NSW,49864
2011,male,36,NSW,49136
2012,male,36,NSW,48638
2013,male,36,NSW,48819
2014,male,36,NSW,49370
2015,male,36,NSW,50423
2016,male,36,NSW,52478
2017,male,36,NSW,55031
1971,male,37,NSW,27458
1972,male,37,NSW,28124
1973,male,37,NSW,30111
1974,male,37,NSW,30139
1975,male,37,NSW,30858
1976,male,37,NSW,30319
1977,male,37,NSW,31315
1978,male,37,NSW,32632
1979,male,37,NSW,32851
1980,male,37,NSW,33277
1981,male,37,NSW,36364
1982,male,37,NSW,37565
1983,male,37,NSW,39301
1984,male,37,NSW,45979
1985,male,37,NSW,43986
1986,male,37,NSW,42369
1987,male,37,NSW,43850
1988,male,37,NSW,44746
1989,male,37,NSW,43582
1990,male,37,NSW,44308
1991,male,37,NSW,44765
1992,male,37,NSW,45540
1993,male,37,NSW,46522
1994,male,37,NSW,46888
1995,male,37,NSW,48047
1996,male,37,NSW,48552
1997,male,37,NSW,50106
1998,male,37,NSW,51472
1999,male,37,NSW,51657
2e3,male,37,NSW,51784
2001,male,37,NSW,51033
2002,male,37,NSW,48956
2003,male,37,NSW,48084
2004,male,37,NSW,46969
2005,male,37,NSW,46646
2006,male,37,NSW,47992
2007,male,37,NSW,49102
2008,male,37,NSW,52481
2009,male,37,NSW,52843
2010,male,37,NSW,51079
2011,male,37,NSW,50017
2012,male,37,NSW,49397
2013,male,37,NSW,48905
2014,male,37,NSW,48991
2015,male,37,NSW,49682
2016,male,37,NSW,50566
2017,male,37,NSW,52946
1971,male,38,NSW,28187
1972,male,38,NSW,27501
1973,male,38,NSW,27773
1974,male,38,NSW,29978
1975,male,38,NSW,30132
1976,male,38,NSW,30868
1977,male,38,NSW,30303
1978,male,38,NSW,31024
1979,male,38,NSW,32651
1980,male,38,NSW,32857
1981,male,38,NSW,33159
1982,male,38,NSW,36603
1983,male,38,NSW,37333
1984,male,38,NSW,39589
1985,male,38,NSW,46226
1986,male,38,NSW,44123
1987,male,38,NSW,42784
1988,male,38,NSW,43938
1989,male,38,NSW,44852
1990,male,38,NSW,43565
1991,male,38,NSW,44136
1992,male,38,NSW,45008
1993,male,38,NSW,45380
1994,male,38,NSW,46473
1995,male,38,NSW,47148
1996,male,38,NSW,48275
1997,male,38,NSW,48851
1998,male,38,NSW,50064
1999,male,38,NSW,51625
2e3,male,38,NSW,51793
2001,male,38,NSW,52317
2002,male,38,NSW,51100
2003,male,38,NSW,48707
2004,male,38,NSW,47704
2005,male,38,NSW,46832
2006,male,38,NSW,46602
2007,male,38,NSW,48178
2008,male,38,NSW,49363
2009,male,38,NSW,52797
2010,male,38,NSW,53113
2011,male,38,NSW,51170
2012,male,38,NSW,50297
2013,male,38,NSW,49617
2014,male,38,NSW,49178
2015,male,38,NSW,49245
2016,male,38,NSW,49892
2017,male,38,NSW,51041
1971,male,39,NSW,28885
1972,male,39,NSW,28151
1973,male,39,NSW,27408
1974,male,39,NSW,27506
1975,male,39,NSW,29782
1976,male,39,NSW,30022
1977,male,39,NSW,30525
1978,male,39,NSW,30279
1979,male,39,NSW,30883
1980,male,39,NSW,32684
1981,male,39,NSW,32887
1982,male,39,NSW,33494
1983,male,39,NSW,36723
1984,male,39,NSW,37087
1985,male,39,NSW,39945
1986,male,39,NSW,46572
1987,male,39,NSW,44170
1988,male,39,NSW,43156
1989,male,39,NSW,43872
1990,male,39,NSW,44946
1991,male,39,NSW,43590
1992,male,39,NSW,44342
1993,male,39,NSW,45074
1994,male,39,NSW,45295
1995,male,39,NSW,46490
1996,male,39,NSW,47444
1997,male,39,NSW,48399
1998,male,39,NSW,49137
1999,male,39,NSW,50125
2e3,male,39,NSW,51792
2001,male,39,NSW,52254
2002,male,39,NSW,52210
2003,male,39,NSW,50997
2004,male,39,NSW,48381
2005,male,39,NSW,47468
2006,male,39,NSW,46618
2007,male,39,NSW,46740
2008,male,39,NSW,48419
2009,male,39,NSW,49543
2010,male,39,NSW,52951
2011,male,39,NSW,53303
2012,male,39,NSW,51405
2013,male,39,NSW,50671
2014,male,39,NSW,49783
2015,male,39,NSW,49509
2016,male,39,NSW,49443
2017,male,39,NSW,50245
1971,male,40,NSW,31552
1972,male,40,NSW,28724
1973,male,40,NSW,28010
1974,male,40,NSW,27471
1975,male,40,NSW,27247
1976,male,40,NSW,29573
1977,male,40,NSW,29645
1978,male,40,NSW,30250
1979,male,40,NSW,30338
1980,male,40,NSW,30740
1981,male,40,NSW,32760
1982,male,40,NSW,32915
1983,male,40,NSW,33626
1984,male,40,NSW,36886
1985,male,40,NSW,36950
1986,male,40,NSW,40368
1987,male,40,NSW,46197
1988,male,40,NSW,44322
1989,male,40,NSW,43505
1990,male,40,NSW,43774
1991,male,40,NSW,45025
1992,male,40,NSW,43583
1993,male,40,NSW,44324
1994,male,40,NSW,45210
1995,male,40,NSW,45402
1996,male,40,NSW,46617
1997,male,40,NSW,47395
1998,male,40,NSW,48441
1999,male,40,NSW,49442
2e3,male,40,NSW,50258
2001,male,40,NSW,52001
2002,male,40,NSW,52185
2003,male,40,NSW,51932
2004,male,40,NSW,50663
2005,male,40,NSW,48218
2006,male,40,NSW,47274
2007,male,40,NSW,46641
2008,male,40,NSW,46980
2009,male,40,NSW,48680
2010,male,40,NSW,49735
2011,male,40,NSW,53176
2012,male,40,NSW,53362
2013,male,40,NSW,51556
2014,male,40,NSW,51005
2015,male,40,NSW,49921
2016,male,40,NSW,49810
2017,male,40,NSW,49835
1971,male,41,NSW,29521
1972,male,41,NSW,31418
1973,male,41,NSW,28439
1974,male,41,NSW,27972
1975,male,41,NSW,27513
1976,male,41,NSW,26917
1977,male,41,NSW,29252
1978,male,41,NSW,29362
1979,male,41,NSW,30015
1980,male,41,NSW,30421
1981,male,41,NSW,30675
1982,male,41,NSW,32857
1983,male,41,NSW,32778
1984,male,41,NSW,33765
1985,male,41,NSW,37132
1986,male,41,NSW,36817
1987,male,41,NSW,40519
1988,male,41,NSW,45942
1989,male,41,NSW,44421
1990,male,41,NSW,43827
1991,male,41,NSW,43675
1992,male,41,NSW,44884
1993,male,41,NSW,43275
1994,male,41,NSW,44462
1995,male,41,NSW,45500
1996,male,41,NSW,45610
1997,male,41,NSW,46675
1998,male,41,NSW,47238
1999,male,41,NSW,48435
2e3,male,41,NSW,49733
2001,male,41,NSW,50378
2002,male,41,NSW,51762
2003,male,41,NSW,52019
2004,male,41,NSW,51642
2005,male,41,NSW,50485
2006,male,41,NSW,48067
2007,male,41,NSW,47311
2008,male,41,NSW,46802
2009,male,41,NSW,47159
2010,male,41,NSW,48839
2011,male,41,NSW,49850
2012,male,41,NSW,53288
2013,male,41,NSW,53462
2014,male,41,NSW,51760
2015,male,41,NSW,51132
2016,male,41,NSW,50081
2017,male,41,NSW,50085
1971,male,42,NSW,31508
1972,male,42,NSW,29663
1973,male,42,NSW,31166
1974,male,42,NSW,28165
