year,sex,age,location,n
2014,female,69,NT,476
2015,female,69,NT,520
2016,female,69,NT,573
2017,female,69,NT,599
1971,female,70,NT,67
1972,female,70,NT,43
1973,female,70,NT,32
1974,female,70,NT,46
1975,female,70,NT,58
1976,female,70,NT,108
1977,female,70,NT,54
1978,female,70,NT,49
1979,female,70,NT,52
1980,female,70,NT,81
1981,female,70,NT,141
1982,female,70,NT,67
1983,female,70,NT,91
1984,female,70,NT,77
1985,female,70,NT,95
1986,female,70,NT,177
1987,female,70,NT,132
1988,female,70,NT,137
1989,female,70,NT,113
1990,female,70,NT,153
1991,female,70,NT,170
1992,female,70,NT,144
1993,female,70,NT,147
1994,female,70,NT,148
1995,female,70,NT,138
1996,female,70,NT,213
1997,female,70,NT,181
1998,female,70,NT,191
1999,female,70,NT,188
2e3,female,70,NT,183
2001,female,70,NT,251
2002,female,70,NT,212
2003,female,70,NT,206
2004,female,70,NT,232
2005,female,70,NT,225
2006,female,70,NT,274
2007,female,70,NT,268
2008,female,70,NT,305
2009,female,70,NT,304
2010,female,70,NT,363
2011,female,70,NT,423
2012,female,70,NT,398
2013,female,70,NT,399
2014,female,70,NT,460
2015,female,70,NT,446
2016,female,70,NT,486
2017,female,70,NT,544
1971,female,71,NT,91
1972,female,71,NT,61
1973,female,71,NT,37
1974,female,71,NT,30
1975,female,71,NT,39
1976,female,71,NT,50
1977,female,71,NT,99
1978,female,71,NT,53
1979,female,71,NT,44
1980,female,71,NT,50
1981,female,71,NT,80
1982,female,71,NT,131
1983,female,71,NT,65
1984,female,71,NT,94
1985,female,71,NT,81
1986,female,71,NT,97
1987,female,71,NT,171
1988,female,71,NT,117
1989,female,71,NT,129
1990,female,71,NT,106
1991,female,71,NT,139
1992,female,71,NT,162
1993,female,71,NT,147
1994,female,71,NT,150
1995,female,71,NT,144
1996,female,71,NT,139
1997,female,71,NT,206
1998,female,71,NT,167
1999,female,71,NT,185
2e3,female,71,NT,185
2001,female,71,NT,175
2002,female,71,NT,244
2003,female,71,NT,199
2004,female,71,NT,201
2005,female,71,NT,224
2006,female,71,NT,233
2007,female,71,NT,264
2008,female,71,NT,261
2009,female,71,NT,289
2010,female,71,NT,285
2011,female,71,NT,349
2012,female,71,NT,406
2013,female,71,NT,384
2014,female,71,NT,392
2015,female,71,NT,437
2016,female,71,NT,422
2017,female,71,NT,463
1971,female,72,NT,29
1972,female,72,NT,80
1973,female,72,NT,58
1974,female,72,NT,32
1975,female,72,NT,24
1976,female,72,NT,41
1977,female,72,NT,46
1978,female,72,NT,93
1979,female,72,NT,48
1980,female,72,NT,40
1981,female,72,NT,45
1982,female,72,NT,78
1983,female,72,NT,119
1984,female,72,NT,58
1985,female,72,NT,88
1986,female,72,NT,89
1987,female,72,NT,88
1988,female,72,NT,158
1989,female,72,NT,116
1990,female,72,NT,125
1991,female,72,NT,95
1992,female,72,NT,130
1993,female,72,NT,151
1994,female,72,NT,143
1995,female,72,NT,143
1996,female,72,NT,139
1997,female,72,NT,139
1998,female,72,NT,192
1999,female,72,NT,159
2e3,female,72,NT,189
2001,female,72,NT,181
2002,female,72,NT,172
2003,female,72,NT,227
2004,female,72,NT,184
2005,female,72,NT,191
2006,female,72,NT,232
2007,female,72,NT,223
2008,female,72,NT,252
2009,female,72,NT,246
2010,female,72,NT,275
2011,female,72,NT,266
2012,female,72,NT,339
2013,female,72,NT,384
2014,female,72,NT,375
2015,female,72,NT,386
2016,female,72,NT,408
2017,female,72,NT,396
1971,female,73,NT,36
1972,female,73,NT,27
1973,female,73,NT,69
1974,female,73,NT,54
1975,female,73,NT,20
1976,female,73,NT,27
1977,female,73,NT,39
1978,female,73,NT,46
1979,female,73,NT,87
1980,female,73,NT,46
1981,female,73,NT,37
1982,female,73,NT,43
1983,female,73,NT,77
1984,female,73,NT,107
1985,female,73,NT,59
1986,female,73,NT,78
1987,female,73,NT,86
1988,female,73,NT,82
1989,female,73,NT,146
1990,female,73,NT,113
1991,female,73,NT,111
1992,female,73,NT,94
1993,female,73,NT,123
1994,female,73,NT,139
1995,female,73,NT,136
1996,female,73,NT,141
1997,female,73,NT,129
1998,female,73,NT,143
1999,female,73,NT,175
2e3,female,73,NT,152
2001,female,73,NT,183
2002,female,73,NT,169
2003,female,73,NT,162
2004,female,73,NT,214
2005,female,73,NT,171
2006,female,73,NT,187
2007,female,73,NT,223
2008,female,73,NT,219
2009,female,73,NT,240
2010,female,73,NT,233
2011,female,73,NT,266
2012,female,73,NT,253
2013,female,73,NT,332
2014,female,73,NT,364
2015,female,73,NT,375
2016,female,73,NT,372
2017,female,73,NT,395
1971,female,74,NT,28
1972,female,74,NT,36
1973,female,74,NT,27
1974,female,74,NT,57
1975,female,74,NT,49
1976,female,74,NT,14
1977,female,74,NT,26
1978,female,74,NT,37
1979,female,74,NT,44
1980,female,74,NT,82
1981,female,74,NT,41
1982,female,74,NT,33
1983,female,74,NT,43
1984,female,74,NT,75
1985,female,74,NT,96
1986,female,74,NT,59
1987,female,74,NT,77
1988,female,74,NT,83
1989,female,74,NT,78
1990,female,74,NT,145
1991,female,74,NT,100
1992,female,74,NT,110
1993,female,74,NT,87
1994,female,74,NT,117
1995,female,74,NT,132
1996,female,74,NT,130
1997,female,74,NT,131
1998,female,74,NT,126
1999,female,74,NT,132
2e3,female,74,NT,162
2001,female,74,NT,147
2002,female,74,NT,179
2003,female,74,NT,166
2004,female,74,NT,158
2005,female,74,NT,192
2006,female,74,NT,175
2007,female,74,NT,179
2008,female,74,NT,221
2009,female,74,NT,216
2010,female,74,NT,221
2011,female,74,NT,221
2012,female,74,NT,254
2013,female,74,NT,243
2014,female,74,NT,314
2015,female,74,NT,346
2016,female,74,NT,362
2017,female,74,NT,354
1971,female,75,NT,26
1972,female,75,NT,26
1973,female,75,NT,34
1974,female,75,NT,25
1975,female,75,NT,41
1976,female,75,NT,47
1977,female,75,NT,19
1978,female,75,NT,25
1979,female,75,NT,32
1980,female,75,NT,41
1981,female,75,NT,78
1982,female,75,NT,41
1983,female,75,NT,29
1984,female,75,NT,40
1985,female,75,NT,73
1986,female,75,NT,82
1987,female,75,NT,61
1988,female,75,NT,76
1989,female,75,NT,80
1990,female,75,NT,73
1991,female,75,NT,99
1992,female,75,NT,95
1993,female,75,NT,105
1994,female,75,NT,82
1995,female,75,NT,113
1996,female,75,NT,126
1997,female,75,NT,126
1998,female,75,NT,119
1999,female,75,NT,119
2e3,female,75,NT,123
2001,female,75,NT,157
2002,female,75,NT,145
2003,female,75,NT,171
2004,female,75,NT,163
2005,female,75,NT,152
2006,female,75,NT,186
2007,female,75,NT,172
2008,female,75,NT,173
2009,female,75,NT,207
2010,female,75,NT,207
2011,female,75,NT,204
2012,female,75,NT,215
2013,female,75,NT,249
2014,female,75,NT,226
2015,female,75,NT,301
2016,female,75,NT,326
2017,female,75,NT,344
1971,female,76,NT,41
1972,female,76,NT,24
1973,female,76,NT,21
1974,female,76,NT,32
1975,female,76,NT,17
1976,female,76,NT,31
1977,female,76,NT,45
1978,female,76,NT,20
1979,female,76,NT,22
1980,female,76,NT,25
1981,female,76,NT,34
1982,female,76,NT,71
1983,female,76,NT,39
1984,female,76,NT,26
1985,female,76,NT,40
1986,female,76,NT,81
1987,female,76,NT,79
1988,female,76,NT,67
1989,female,76,NT,76
1990,female,76,NT,78
1991,female,76,NT,75
1992,female,76,NT,98
1993,female,76,NT,89
1994,female,76,NT,93
1995,female,76,NT,79
1996,female,76,NT,110
1997,female,76,NT,127
1998,female,76,NT,116
1999,female,76,NT,117
2e3,female,76,NT,115
2001,female,76,NT,129
2002,female,76,NT,152
2003,female,76,NT,128
2004,female,76,NT,164
2005,female,76,NT,152
2006,female,76,NT,165
2007,female,76,NT,171
2008,female,76,NT,162
2009,female,76,NT,169
2010,female,76,NT,195
2011,female,76,NT,198
2012,female,76,NT,203
2013,female,76,NT,206
2014,female,76,NT,230
2015,female,76,NT,213
2016,female,76,NT,288
2017,female,76,NT,305
1971,female,77,NT,14
1972,female,77,NT,37
1973,female,77,NT,21
1974,female,77,NT,17
1975,female,77,NT,24
1976,female,77,NT,19
1977,female,77,NT,26
1978,female,77,NT,40
1979,female,77,NT,22
1980,female,77,NT,21
1981,female,77,NT,24
1982,female,77,NT,31
1983,female,77,NT,67
1984,female,77,NT,39
1985,female,77,NT,22
1986,female,77,NT,50
1987,female,77,NT,73
1988,female,77,NT,73
1989,female,77,NT,67
1990,female,77,NT,75
1991,female,77,NT,60
1992,female,77,NT,74
1993,female,77,NT,99
1994,female,77,NT,94
1995,female,77,NT,86
1996,female,77,NT,84
1997,female,77,NT,110
1998,female,77,NT,129
1999,female,77,NT,104
2e3,female,77,NT,109
2001,female,77,NT,114
2002,female,77,NT,125
2003,female,77,NT,137
2004,female,77,NT,125
2005,female,77,NT,152
2006,female,77,NT,155
2007,female,77,NT,155
2008,female,77,NT,159
2009,female,77,NT,157
2010,female,77,NT,161
2011,female,77,NT,186
2012,female,77,NT,186
2013,female,77,NT,203
2014,female,77,NT,205
2015,female,77,NT,227
2016,female,77,NT,206
2017,female,77,NT,282
1971,female,78,NT,24
1972,female,78,NT,15
1973,female,78,NT,29
1974,female,78,NT,19
1975,female,78,NT,12
1976,female,78,NT,22
1977,female,78,NT,19
1978,female,78,NT,21
1979,female,78,NT,41
1980,female,78,NT,24
1981,female,78,NT,19
1982,female,78,NT,23
1983,female,78,NT,31
1984,female,78,NT,67
1985,female,78,NT,40
1986,female,78,NT,37
1987,female,78,NT,50
1988,female,78,NT,69
1989,female,78,NT,69
1990,female,78,NT,62
1991,female,78,NT,59
1992,female,78,NT,58
1993,female,78,NT,65
1994,female,78,NT,93
1995,female,78,NT,94
1996,female,78,NT,85
1997,female,78,NT,78
1998,female,78,NT,108
1999,female,78,NT,130
2e3,female,78,NT,94
2001,female,78,NT,108
2002,female,78,NT,105
2003,female,78,NT,126
2004,female,78,NT,130
2005,female,78,NT,123
2006,female,78,NT,147
2007,female,78,NT,146
2008,female,78,NT,140
2009,female,78,NT,150
2010,female,78,NT,147
2011,female,78,NT,151
2012,female,78,NT,178
2013,female,78,NT,179
2014,female,78,NT,195
2015,female,78,NT,198
2016,female,78,NT,216
2017,female,78,NT,197
1971,female,79,NT,11
1972,female,79,NT,21
1973,female,79,NT,13
1974,female,79,NT,22
1975,female,79,NT,16
1976,female,79,NT,13
1977,female,79,NT,17
1978,female,79,NT,19
1979,female,79,NT,20
1980,female,79,NT,37
1981,female,79,NT,32
1982,female,79,NT,22
1983,female,79,NT,21
1984,female,79,NT,28
1985,female,79,NT,63
1986,female,79,NT,45
1987,female,79,NT,37
1988,female,79,NT,49
1989,female,79,NT,65
1990,female,79,NT,64
1991,female,79,NT,45
1992,female,79,NT,51
1993,female,79,NT,53
1994,female,79,NT,59
1995,female,79,NT,86
1996,female,79,NT,86
1997,female,79,NT,77
1998,female,79,NT,70
1999,female,79,NT,105
2e3,female,79,NT,133
2001,female,79,NT,92
2002,female,79,NT,103
2003,female,79,NT,100
2004,female,79,NT,117
2005,female,79,NT,122
2006,female,79,NT,122
2007,female,79,NT,139
2008,female,79,NT,142
2009,female,79,NT,127
2010,female,79,NT,145
2011,female,79,NT,144
2012,female,79,NT,144
2013,female,79,NT,172
2014,female,79,NT,174
2015,female,79,NT,185
2016,female,79,NT,193
2017,female,79,NT,208
1971,female,80,NT,9
1972,female,80,NT,11
1973,female,80,NT,17
1974,female,80,NT,13
1975,female,80,NT,13
1976,female,80,NT,18
1977,female,80,NT,11
1978,female,80,NT,15
1979,female,80,NT,18
1980,female,80,NT,18
1981,female,80,NT,35
1982,female,80,NT,30
1983,female,80,NT,23
1984,female,80,NT,19
1985,female,80,NT,28
1986,female,80,NT,60
1987,female,80,NT,44
1988,female,80,NT,36
1989,female,80,NT,40
1990,female,80,NT,60
1991,female,80,NT,48
1992,female,80,NT,37
1993,female,80,NT,47
1994,female,80,NT,49
1995,female,80,NT,48
1996,female,80,NT,88
1997,female,80,NT,77
1998,female,80,NT,72
1999,female,80,NT,64
2e3,female,80,NT,106
2001,female,80,NT,133
2002,female,80,NT,86
2003,female,80,NT,97
2004,female,80,NT,98
2005,female,80,NT,117
2006,female,80,NT,113
2007,female,80,NT,115
2008,female,80,NT,131
2009,female,80,NT,138
2010,female,80,NT,125
2011,female,80,NT,135
2012,female,80,NT,141
2013,female,80,NT,142
2014,female,80,NT,168
2015,female,80,NT,170
2016,female,80,NT,176
2017,female,80,NT,190
1971,female,81,NT,13
1972,female,81,NT,8
1973,female,81,NT,11
1974,female,81,NT,13
1975,female,81,NT,11
1976,female,81,NT,10
1977,female,81,NT,17
1978,female,81,NT,12
1979,female,81,NT,14
1980,female,81,NT,19
1981,female,81,NT,19
1982,female,81,NT,36
1983,female,81,NT,31
1984,female,81,NT,23
1985,female,81,NT,22
1986,female,81,NT,25
1987,female,81,NT,45
1988,female,81,NT,40
1989,female,81,NT,33
1990,female,81,NT,36
1991,female,81,NT,48
1992,female,81,NT,44
1993,female,81,NT,33
1994,female,81,NT,45
1995,female,81,NT,53
1996,female,81,NT,52
1997,female,81,NT,87
1998,female,81,NT,71
1999,female,81,NT,74
2e3,female,81,NT,68
2001,female,81,NT,96
2002,female,81,NT,115
2003,female,81,NT,86
2004,female,81,NT,90
2005,female,81,NT,95
2006,female,81,NT,114
2007,female,81,NT,102
2008,female,81,NT,104
2009,female,81,NT,127
2010,female,81,NT,130
2011,female,81,NT,117
2012,female,81,NT,127
2013,female,81,NT,135
2014,female,81,NT,134
2015,female,81,NT,161
2016,female,81,NT,163
2017,female,81,NT,170
1971,female,82,NT,9
1972,female,82,NT,12
1973,female,82,NT,9
1974,female,82,NT,12
1975,female,82,NT,10
1976,female,82,NT,7
1977,female,82,NT,9
1978,female,82,NT,16
1979,female,82,NT,13
1980,female,82,NT,14
1981,female,82,NT,19
1982,female,82,NT,21
1983,female,82,NT,37
1984,female,82,NT,32
1985,female,82,NT,27
1986,female,82,NT,25
1987,female,82,NT,24
1988,female,82,NT,27
1989,female,82,NT,37
1990,female,82,NT,33
1991,female,82,NT,41
1992,female,82,NT,48
1993,female,82,NT,43
1994,female,82,NT,35
1995,female,82,NT,46
1996,female,82,NT,56
1997,female,82,NT,54
1998,female,82,NT,79
1999,female,82,NT,68
2e3,female,82,NT,70
2001,female,82,NT,62
2002,female,82,NT,91
2003,female,82,NT,105
2004,female,82,NT,80
2005,female,82,NT,91
2006,female,82,NT,89
2007,female,82,NT,108
2008,female,82,NT,90
2009,female,82,NT,96
2010,female,82,NT,124
2011,female,82,NT,125
2012,female,82,NT,109
2013,female,82,NT,126
2014,female,82,NT,126
2015,female,82,NT,123
2016,female,82,NT,152
2017,female,82,NT,154
1971,female,83,NT,4
1972,female,83,NT,8
1973,female,83,NT,11
1974,female,83,NT,6
1975,female,83,NT,13
1976,female,83,NT,3
1977,female,83,NT,8
1978,female,83,NT,10
1979,female,83,NT,15
1980,female,83,NT,14
1981,female,83,NT,12
1982,female,83,NT,21
1983,female,83,NT,21
1984,female,83,NT,35
1985,female,83,NT,34
1986,female,83,NT,25
1987,female,83,NT,27
1988,female,83,NT,25
1989,female,83,NT,15
1990,female,83,NT,34
1991,female,83,NT,31
1992,female,83,NT,36
1993,female,83,NT,47
1994,female,83,NT,40
1995,female,83,NT,36
1996,female,83,NT,47
1997,female,83,NT,53
1998,female,83,NT,56
1999,female,83,NT,80
2e3,female,83,NT,65
2001,female,83,NT,68
2002,female,83,NT,58
2003,female,83,NT,92
2004,female,83,NT,87
2005,female,83,NT,71
2006,female,83,NT,86
2007,female,83,NT,82
2008,female,83,NT,96
2009,female,83,NT,79
2010,female,83,NT,91
2011,female,83,NT,111
2012,female,83,NT,114
2013,female,83,NT,98
2014,female,83,NT,119
2015,female,83,NT,121
2016,female,83,NT,109
2017,female,83,NT,145
1971,female,84,NT,4
1972,female,84,NT,4
1973,female,84,NT,9
1974,female,84,NT,5
1975,female,84,NT,3
1976,female,84,NT,10
1977,female,84,NT,2
1978,female,84,NT,8
1979,female,84,NT,9
1980,female,84,NT,15
1981,female,84,NT,10
1982,female,84,NT,12
1983,female,84,NT,21
1984,female,84,NT,23
1985,female,84,NT,37
1986,female,84,NT,26
1987,female,84,NT,23
1988,female,84,NT,25
1989,female,84,NT,27
1990,female,84,NT,1
1991,female,84,NT,27
1992,female,84,NT,31
1993,female,84,NT,32
1994,female,84,NT,41
1995,female,84,NT,36
1996,female,84,NT,35
1997,female,84,NT,41
1998,female,84,NT,44
1999,female,84,NT,55
2e3,female,84,NT,69
2001,female,84,NT,61
2002,female,84,NT,65
2003,female,84,NT,52
2004,female,84,NT,85
2005,female,84,NT,68
2006,female,84,NT,66
2007,female,84,NT,83
2008,female,84,NT,79
2009,female,84,NT,84
2010,female,84,NT,75
2011,female,84,NT,86
2012,female,84,NT,103
2013,female,84,NT,111
2014,female,84,NT,89
2015,female,84,NT,111
2016,female,84,NT,110
2017,female,84,NT,103
1971,female,85,NT,6
1972,female,85,NT,3
1973,female,85,NT,4
1974,female,85,NT,8
1975,female,85,NT,2
1976,female,85,NT,6
1977,female,85,NT,9
1978,female,85,NT,0
1979,female,85,NT,10
1980,female,85,NT,12
1981,female,85,NT,10
1982,female,85,NT,10
1983,female,85,NT,11
1984,female,85,NT,18
1985,female,85,NT,23
1986,female,85,NT,35
1987,female,85,NT,25
1988,female,85,NT,18
1989,female,85,NT,24
1990,female,85,NT,29
1991,female,85,NT,26
1992,female,85,NT,19
1993,female,85,NT,31
1994,female,85,NT,29
1995,female,85,NT,39
1996,female,85,NT,39
1997,female,85,NT,39
1998,female,85,NT,39
1999,female,85,NT,38
2e3,female,85,NT,51
2001,female,85,NT,62
2002,female,85,NT,50
2003,female,85,NT,60
2004,female,85,NT,49
2005,female,85,NT,79
2006,female,85,NT,56
2007,female,85,NT,64
2008,female,85,NT,76
2009,female,85,NT,69
2010,female,85,NT,79
2011,female,85,NT,65
2012,female,85,NT,79
2013,female,85,NT,88
2014,female,85,NT,102
2015,female,85,NT,87
2016,female,85,NT,102
2017,female,85,NT,106
1971,female,86,NT,6
1972,female,86,NT,4
1973,female,86,NT,3
1974,female,86,NT,2
1975,female,86,NT,9
1976,female,86,NT,3
1977,female,86,NT,5
1978,female,86,NT,9
1979,female,86,NT,0
1980,female,86,NT,12
1981,female,86,NT,9
1982,female,86,NT,9
1983,female,86,NT,8
1984,female,86,NT,8
1985,female,86,NT,17
1986,female,86,NT,19
1987,female,86,NT,33
1988,female,86,NT,19
1989,female,86,NT,15
1990,female,86,NT,24
1991,female,86,NT,20
1992,female,86,NT,24
1993,female,86,NT,17
1994,female,86,NT,31
1995,female,86,NT,22
1996,female,86,NT,40
1997,female,86,NT,37
1998,female,86,NT,37
1999,female,86,NT,34
2e3,female,86,NT,35
2001,female,86,NT,46
2002,female,86,NT,58
2003,female,86,NT,37
2004,female,86,NT,56
2005,female,86,NT,49
2006,female,86,NT,68
2007,female,86,NT,58
2008,female,86,NT,57
2009,female,86,NT,71
2010,female,86,NT,59
2011,female,86,NT,72
2012,female,86,NT,62
2013,female,86,NT,67
2014,female,86,NT,77
2015,female,86,NT,95
2016,female,86,NT,79
2017,female,86,NT,96
1971,female,87,NT,2
1972,female,87,NT,5
1973,female,87,NT,4
1974,female,87,NT,3
1975,female,87,NT,2
1976,female,87,NT,6
1977,female,87,NT,4
1978,female,87,NT,4
1979,female,87,NT,9
1980,female,87,NT,0
1981,female,87,NT,9
1982,female,87,NT,9
1983,female,87,NT,4
1984,female,87,NT,5
1985,female,87,NT,7
1986,female,87,NT,15
1987,female,87,NT,14
1988,female,87,NT,28
1989,female,87,NT,19
1990,female,87,NT,14
1991,female,87,NT,13
1992,female,87,NT,18
1993,female,87,NT,23
1994,female,87,NT,20
1995,female,87,NT,28
1996,female,87,NT,23
1997,female,87,NT,34
1998,female,87,NT,33
1999,female,87,NT,33
2e3,female,87,NT,35
2001,female,87,NT,32
2002,female,87,NT,36
2003,female,87,NT,54
2004,female,87,NT,31
2005,female,87,NT,47
2006,female,87,NT,47
2007,female,87,NT,64
2008,female,87,NT,53
2009,female,87,NT,50
2010,female,87,NT,59
2011,female,87,NT,51
2012,female,87,NT,65
2013,female,87,NT,49
2014,female,87,NT,62
2015,female,87,NT,70
2016,female,87,NT,86
2017,female,87,NT,74
1971,female,88,NT,2
1972,female,88,NT,3
1973,female,88,NT,4
1974,female,88,NT,3
1975,female,88,NT,3
1976,female,88,NT,2
1977,female,88,NT,7
1978,female,88,NT,6
1979,female,88,NT,5
1980,female,88,NT,8
1981,female,88,NT,2
1982,female,88,NT,8
1983,female,88,NT,8
1984,female,88,NT,6
1985,female,88,NT,6
1986,female,88,NT,10
1987,female,88,NT,11
1988,female,88,NT,11
1989,female,88,NT,20
1990,female,88,NT,13
1991,female,88,NT,11
1992,female,88,NT,13
1993,female,88,NT,17
1994,female,88,NT,26
1995,female,88,NT,21
1996,female,88,NT,25
1997,female,88,NT,22
1998,female,88,NT,25
1999,female,88,NT,29
2e3,female,88,NT,31
2001,female,88,NT,36
2002,female,88,NT,26
2003,female,88,NT,34
2004,female,88,NT,48
2005,female,88,NT,28
2006,female,88,NT,36
2007,female,88,NT,40
2008,female,88,NT,53
2009,female,88,NT,46
2010,female,88,NT,45
2011,female,88,NT,57
2012,female,88,NT,46
2013,female,88,NT,53
2014,female,88,NT,48
2015,female,88,NT,54
2016,female,88,NT,62
2017,female,88,NT,76
1971,female,89,NT,2
1972,female,89,NT,3
1973,female,89,NT,3
1974,female,89,NT,4
1975,female,89,NT,4
1976,female,89,NT,3
1977,female,89,NT,2
1978,female,89,NT,8
1979,female,89,NT,7
1980,female,89,NT,4
1981,female,89,NT,6
1982,female,89,NT,2
1983,female,89,NT,8
1984,female,89,NT,7
1985,female,89,NT,6
1986,female,89,NT,6
1987,female,89,NT,10
1988,female,89,NT,9
1989,female,89,NT,9
1990,female,89,NT,16
1991,female,89,NT,15
1992,female,89,NT,9
1993,female,89,NT,9
1994,female,89,NT,18
1995,female,89,NT,26
1996,female,89,NT,17
1997,female,89,NT,20
1998,female,89,NT,18
1999,female,89,NT,22
2e3,female,89,NT,26
2001,female,89,NT,30
2002,female,89,NT,28
2003,female,89,NT,16
2004,female,89,NT,29
2005,female,89,NT,43
2006,female,89,NT,26
2007,female,89,NT,35
2008,female,89,NT,34
2009,female,89,NT,40
2010,female,89,NT,44
2011,female,89,NT,40
2012,female,89,NT,49
2013,female,89,NT,41
2014,female,89,NT,48
2015,female,89,NT,48
2016,female,89,NT,49
2017,female,89,NT,59
1971,female,90,NT,3
1972,female,90,NT,2
1973,female,90,NT,3
1974,female,90,NT,3
1975,female,90,NT,3
1976,female,90,NT,7
1977,female,90,NT,2
1978,female,90,NT,2
1979,female,90,NT,8
1980,female,90,NT,7
1981,female,90,NT,4
1982,female,90,NT,5
1983,female,90,NT,2
1984,female,90,NT,6
1985,female,90,NT,4
1986,female,90,NT,5
1987,female,90,NT,6
1988,female,90,NT,6
1989,female,90,NT,10
1990,female,90,NT,7
1991,female,90,NT,15
1992,female,90,NT,14
1993,female,90,NT,8
1994,female,90,NT,8
1995,female,90,NT,15
1996,female,90,NT,24
1997,female,90,NT,16
1998,female,90,NT,15
1999,female,90,NT,20
2e3,female,90,NT,23
2001,female,90,NT,25
2002,female,90,NT,29
2003,female,90,NT,21
2004,female,90,NT,9
2005,female,90,NT,25
2006,female,90,NT,42
2007,female,90,NT,19
2008,female,90,NT,33
2009,female,90,NT,26
2010,female,90,NT,31
2011,female,90,NT,42
2012,female,90,NT,37
2013,female,90,NT,39
2014,female,90,NT,39
2015,female,90,NT,39
2016,female,90,NT,43
2017,female,90,NT,43
1971,female,91,NT,4
1972,female,91,NT,2
1973,female,91,NT,3
1974,female,91,NT,3
1975,female,91,NT,2
1976,female,91,NT,3
1977,female,91,NT,7
1978,female,91,NT,2
1979,female,91,NT,2
1980,female,91,NT,6
1981,female,91,NT,2
1982,female,91,NT,4
1983,female,91,NT,5
1984,female,91,NT,1
1985,female,91,NT,5
1986,female,91,NT,5
1987,female,91,NT,5
1988,female,91,NT,6
1989,female,91,NT,5
1990,female,91,NT,10
1991,female,91,NT,11
1992,female,91,NT,12
1993,female,91,NT,13
1994,female,91,NT,8
1995,female,91,NT,8
1996,female,91,NT,13
1997,female,91,NT,17
1998,female,91,NT,10
1999,female,91,NT,14
2e3,female,91,NT,20
2001,female,91,NT,19
2002,female,91,NT,21
2003,female,91,NT,22
2004,female,91,NT,17
2005,female,91,NT,8
2006,female,91,NT,23
2007,female,91,NT,31
2008,female,91,NT,17
2009,female,91,NT,30
2010,female,91,NT,21
2011,female,91,NT,20
2012,female,91,NT,34
2013,female,91,NT,34
2014,female,91,NT,29
2015,female,91,NT,33
2016,female,91,NT,36
2017,female,91,NT,39
1971,female,92,NT,2
1972,female,92,NT,5
1973,female,92,NT,2
1974,female,92,NT,3
1975,female,92,NT,2
1976,female,92,NT,0
1977,female,92,NT,3
1978,female,92,NT,7
1979,female,92,NT,2
1980,female,92,NT,2
1981,female,92,NT,5
1982,female,92,NT,3
1983,female,92,NT,5
1984,female,92,NT,4
1985,female,92,NT,1
1986,female,92,NT,11
1987,female,92,NT,3
1988,female,92,NT,5
1989,female,92,NT,6
1990,female,92,NT,2
1991,female,92,NT,5
1992,female,92,NT,9
1993,female,92,NT,10
1994,female,92,NT,11
1995,female,92,NT,9
1996,female,92,NT,8
1997,female,92,NT,11
1998,female,92,NT,12
1999,female,92,NT,9
2e3,female,92,NT,9
2001,female,92,NT,17
2002,female,92,NT,15
2003,female,92,NT,17
2004,female,92,NT,13
2005,female,92,NT,16
2006,female,92,NT,9
2007,female,92,NT,19
2008,female,92,NT,26
2009,female,92,NT,17
2010,female,92,NT,21
2011,female,92,NT,17
2012,female,92,NT,17
2013,female,92,NT,25
2014,female,92,NT,29
2015,female,92,NT,25
2016,female,92,NT,30
2017,female,92,NT,34
1971,female,93,NT,0
1972,female,93,NT,3
1973,female,93,NT,5
1974,female,93,NT,1
1975,female,93,NT,3
1976,female,93,NT,2
1977,female,93,NT,0
1978,female,93,NT,3
1979,female,93,NT,6
1980,female,93,NT,2
1981,female,93,NT,2
1982,female,93,NT,3
1983,female,93,NT,2
1984,female,93,NT,4
1985,female,93,NT,4
1986,female,93,NT,0
1987,female,93,NT,10
1988,female,93,NT,1
1989,female,93,NT,2
1990,female,93,NT,4
1991,female,93,NT,8
1992,female,93,NT,4
1993,female,93,NT,6
1994,female,93,NT,9
1995,female,93,NT,12
1996,female,93,NT,9
1997,female,93,NT,7
1998,female,93,NT,10
1999,female,93,NT,7
2e3,female,93,NT,8
2001,female,93,NT,8
2002,female,93,NT,16
2003,female,93,NT,12
2004,female,93,NT,11
2005,female,93,NT,8
2006,female,93,NT,14
2007,female,93,NT,9
2008,female,93,NT,16
2009,female,93,NT,22
2010,female,93,NT,17
2011,female,93,NT,15
2012,female,93,NT,13
2013,female,93,NT,17
2014,female,93,NT,22
2015,female,93,NT,20
2016,female,93,NT,20
2017,female,93,NT,25
1971,female,94,NT,0
1972,female,94,NT,0
1973,female,94,NT,3
1974,female,94,NT,5
1975,female,94,NT,1
1976,female,94,NT,0
1977,female,94,NT,2
1978,female,94,NT,0
1979,female,94,NT,3
1980,female,94,NT,6
1981,female,94,NT,1
1982,female,94,NT,2
1983,female,94,NT,3
1984,female,94,NT,2
1985,female,94,NT,3
1986,female,94,NT,4
1987,female,94,NT,0
1988,female,94,NT,10
1989,female,94,NT,1
1990,female,94,NT,2
1991,female,94,NT,1
1992,female,94,NT,3
1993,female,94,NT,1
1994,female,94,NT,4
1995,female,94,NT,6
1996,female,94,NT,8
1997,female,94,NT,9
1998,female,94,NT,8
1999,female,94,NT,9
2e3,female,94,NT,7
2001,female,94,NT,7
