nature,intent,drug,sex,state,age_group,n,year,pop
Underlying,Accidental,Other Opioids,Male,AUS,15-64,101,2007,7039297
Underlying,Accidental,Other Opioids,Male,AUS,Allages,106,2007,10353636
Underlying,Accidental,Other Opioids,Male,AUS,15-64,179,2008,7194310
Underlying,Accidental,Other Opioids,Male,AUS,Allages,184,2008,10572045
Underlying,Accidental,Other Opioids,Male,AUS,15-64,198,2009,7349704
Underlying,Accidental,Other Opioids,Male,AUS,Allages,202,2009,10800797
Underlying,Accidental,Other Opioids,Male,AUS,15-64,209,2010,7446631
Underlying,Accidental,Other Opioids,Male,AUS,Allages,213,2010,10967831
Underlying,Accidental,Other Opioids,Male,AUS,15-64,171,2011,7526357
Underlying,Accidental,Other Opioids,Male,AUS,Allages,177,2011,11118234
Underlying,Accidental,Other Opioids,Male,AUS,15-64,172,2012,7623065
Underlying,Accidental,Other Opioids,Male,AUS,Allages,174,2012,11316375
Underlying,Accidental,Other Opioids,Male,AUS,15-64,165,2013,7720602
Underlying,Accidental,Other Opioids,Male,AUS,Allages,171,2013,11512700
Underlying,Accidental,Other Opioids,Male,AUS,15-64,254,2014,7797841
Underlying,Accidental,Other Opioids,Male,AUS,Allages,261,2014,11679392
Underlying,Accidental,Other Opioids,Male,AUS,15-64,260,2015,7870954
Underlying,Accidental,Other Opioids,Male,AUS,Allages,265,2015,11840827
Underlying,Accidental,Other Opioids,Male,AUS,15-64,257,2016,7947437
Underlying,Accidental,Other Opioids,Male,AUS,Allages,266,2016,12011846
Underlying,Accidental,Other Opioids,Female,AUS,15-64,85,1997,6101794
Underlying,Accidental,Other Opioids,Female,AUS,Allages,87,1997,9266860
Underlying,Accidental,Other Opioids,Female,AUS,15-64,77,1998,6174843
Underlying,Accidental,Other Opioids,Female,AUS,Allages,83,1998,9364441
Underlying,Accidental,Other Opioids,Female,AUS,15-64,110,1999,6254708
Underlying,Accidental,Other Opioids,Female,AUS,Allages,115,1999,9472155
Underlying,Accidental,Other Opioids,Female,AUS,15-64,99,2e3,6340314
Underlying,Accidental,Other Opioids,Female,AUS,Allages,102,2e3,9585337
Underlying,Accidental,Other Opioids,Female,AUS,15-64,41,2001,6433512
Underlying,Accidental,Other Opioids,Female,AUS,Allages,50,2001,9712875
Underlying,Accidental,Other Opioids,Female,AUS,15-64,53,2002,6517098
Underlying,Accidental,Other Opioids,Female,AUS,Allages,55,2002,9819727
Underlying,Accidental,Other Opioids,Female,AUS,15-64,42,2003,6607223
Underlying,Accidental,Other Opioids,Female,AUS,Allages,44,2003,9933140
Underlying,Accidental,Other Opioids,Female,AUS,15-64,30,2004,6686902
Underlying,Accidental,Other Opioids,Female,AUS,Allages,36,2004,10036771
Underlying,Accidental,Other Opioids,Female,AUS,15-64,46,2005,6778408
Underlying,Accidental,Other Opioids,Female,AUS,Allages,52,2005,10157211
Underlying,Accidental,Other Opioids,Female,AUS,15-64,53,2006,6878880
Underlying,Accidental,Other Opioids,Female,AUS,Allages,60,2006,10291542
Underlying,Accidental,Other Opioids,Female,AUS,15-64,65,2007,7004854
Underlying,Accidental,Other Opioids,Female,AUS,Allages,70,2007,10473986
Underlying,Accidental,Other Opioids,Female,AUS,15-64,74,2008,7148826
Underlying,Accidental,Other Opioids,Female,AUS,Allages,81,2008,10677154
Underlying,Accidental,Other Opioids,Female,AUS,15-64,84,2009,7293343
Underlying,Accidental,Other Opioids,Female,AUS,Allages,92,2009,10890856
Underlying,Accidental,Other Opioids,Female,AUS,15-64,83,2010,7399746
Underlying,Accidental,Other Opioids,Female,AUS,Allages,91,2010,11063919
Underlying,Accidental,Other Opioids,Female,AUS,15-64,82,2011,7492143
Underlying,Accidental,Other Opioids,Female,AUS,Allages,88,2011,11221790
Underlying,Accidental,Other Opioids,Female,AUS,15-64,94,2012,7600965
Underlying,Accidental,Other Opioids,Female,AUS,Allages,103,2012,11426100
Underlying,Accidental,Other Opioids,Female,AUS,15-64,87,2013,7715158
Underlying,Accidental,Other Opioids,Female,AUS,Allages,94,2013,11633201
Underlying,Accidental,Other Opioids,Female,AUS,15-64,147,2014,7820680
Underlying,Accidental,Other Opioids,Female,AUS,Allages,153,2014,11824746
Underlying,Accidental,Other Opioids,Female,AUS,15-64,136,2015,7920702
Underlying,Accidental,Other Opioids,Female,AUS,Allages,143,2015,12009957
Underlying,Accidental,Other Opioids,Female,AUS,15-64,133,2016,8016946
Underlying,Accidental,Other Opioids,Female,AUS,Allages,143,2016,12198963
Underlying,Intentional,Other Opioids,Male,AUS,15-64,26,1997,6175835
Underlying,Intentional,Other Opioids,Male,AUS,Allages,30,1997,9156177
Underlying,Intentional,Other Opioids,Male,AUS,15-64,33,1998,6237716
Underlying,Intentional,Other Opioids,Male,AUS,Allages,36,1998,9243143
Underlying,Intentional,Other Opioids,Male,AUS,15-64,41,1999,6305878
Underlying,Intentional,Other Opioids,Male,AUS,Allages,45,1999,9340109
Underlying,Intentional,Other Opioids,Male,AUS,15-64,39,2e3,6380886
Underlying,Intentional,Other Opioids,Male,AUS,Allages,42,2e3,9443465
Underlying,Intentional,Other Opioids,Male,AUS,15-64,22,2001,6461886
Underlying,Intentional,Other Opioids,Male,AUS,Allages,26,2001,9561826
Underlying,Intentional,Other Opioids,Male,AUS,15-64,35,2002,6547837
Underlying,Intentional,Other Opioids,Male,AUS,Allages,39,2002,9675483
Underlying,Intentional,Other Opioids,Male,AUS,15-64,26,2003,6632518
Underlying,Intentional,Other Opioids,Male,AUS,Allages,28,2003,9787597
Underlying,Intentional,Other Opioids,Male,AUS,15-64,22,2004,6712739
Underlying,Intentional,Other Opioids,Male,AUS,Allages,26,2004,9895951
Underlying,Intentional,Other Opioids,Male,AUS,15-64,22,2005,6803166
Underlying,Intentional,Other Opioids,Male,AUS,Allages,24,2005,10019633
Underlying,Intentional,Other Opioids,Male,AUS,15-64,18,2006,6905635
Underlying,Intentional,Other Opioids,Male,AUS,Allages,21,2006,10159424
Underlying,Intentional,Other Opioids,Male,AUS,15-64,23,2007,7039297
Underlying,Intentional,Other Opioids,Male,AUS,Allages,26,2007,10353636
Underlying,Intentional,Other Opioids,Male,AUS,15-64,26,2008,7194310
Underlying,Intentional,Other Opioids,Male,AUS,Allages,29,2008,10572045
Underlying,Intentional,Other Opioids,Male,AUS,15-64,35,2009,7349704
Underlying,Intentional,Other Opioids,Male,AUS,Allages,37,2009,10800797
Underlying,Intentional,Other Opioids,Male,AUS,15-64,23,2010,7446631
Underlying,Intentional,Other Opioids,Male,AUS,Allages,29,2010,10967831
Underlying,Intentional,Other Opioids,Male,AUS,15-64,34,2011,7526357
Underlying,Intentional,Other Opioids,Male,AUS,Allages,41,2011,11118234
Underlying,Intentional,Other Opioids,Male,AUS,15-64,48,2012,7623065
Underlying,Intentional,Other Opioids,Male,AUS,Allages,57,2012,11316375
Underlying,Intentional,Other Opioids,Male,AUS,15-64,40,2013,7720602
Underlying,Intentional,Other Opioids,Male,AUS,Allages,48,2013,11512700
Underlying,Intentional,Other Opioids,Male,AUS,15-64,53,2014,7797841
Underlying,Intentional,Other Opioids,Male,AUS,Allages,61,2014,11679392
Underlying,Intentional,Other Opioids,Male,AUS,15-64,58,2015,7870954
Underlying,Intentional,Other Opioids,Male,AUS,Allages,73,2015,11840827
Underlying,Intentional,Other Opioids,Male,AUS,15-64,46,2016,7947437
Underlying,Intentional,Other Opioids,Male,AUS,Allages,58,2016,12011846
Underlying,Intentional,Other Opioids,Female,AUS,15-64,30,1997,6101794
Underlying,Intentional,Other Opioids,Female,AUS,Allages,35,1997,9266860
Underlying,Intentional,Other Opioids,Female,AUS,15-64,19,1998,6174843
Underlying,Intentional,Other Opioids,Female,AUS,Allages,23,1998,9364441
Underlying,Intentional,Other Opioids,Female,AUS,15-64,31,1999,6254708
Underlying,Intentional,Other Opioids,Female,AUS,Allages,34,1999,9472155
Underlying,Intentional,Other Opioids,Female,AUS,15-64,23,2e3,6340314
Underlying,Intentional,Other Opioids,Female,AUS,Allages,24,2e3,9585337
Underlying,Intentional,Other Opioids,Female,AUS,15-64,20,2001,6433512
Underlying,Intentional,Other Opioids,Female,AUS,Allages,23,2001,9712875
Underlying,Intentional,Other Opioids,Female,AUS,15-64,26,2002,6517098
Underlying,Intentional,Other Opioids,Female,AUS,Allages,31,2002,9819727
Underlying,Intentional,Other Opioids,Female,AUS,15-64,12,2003,6607223
Underlying,Intentional,Other Opioids,Female,AUS,Allages,16,2003,9933140
Underlying,Intentional,Other Opioids,Female,AUS,15-64,11,2004,6686902
Underlying,Intentional,Other Opioids,Female,AUS,Allages,11,2004,10036771
Underlying,Intentional,Other Opioids,Female,AUS,15-64,21,2005,6778408
Underlying,Intentional,Other Opioids,Female,AUS,Allages,25,2005,10157211
Underlying,Intentional,Other Opioids,Female,AUS,15-64,18,2006,6878880
Underlying,Intentional,Other Opioids,Female,AUS,Allages,21,2006,10291542
Underlying,Intentional,Other Opioids,Female,AUS,15-64,38,2007,7004854
Underlying,Intentional,Other Opioids,Female,AUS,Allages,48,2007,10473986
Underlying,Intentional,Other Opioids,Female,AUS,15-64,26,2008,7148826
Underlying,Intentional,Other Opioids,Female,AUS,Allages,32,2008,10677154
Underlying,Intentional,Other Opioids,Female,AUS,15-64,35,2009,7293343
Underlying,Intentional,Other Opioids,Female,AUS,Allages,43,2009,10890856
Underlying,Intentional,Other Opioids,Female,AUS,15-64,37,2010,7399746
Underlying,Intentional,Other Opioids,Female,AUS,Allages,45,2010,11063919
Underlying,Intentional,Other Opioids,Female,AUS,15-64,26,2011,7492143
Underlying,Intentional,Other Opioids,Female,AUS,Allages,32,2011,11221790
Underlying,Intentional,Other Opioids,Female,AUS,15-64,44,2012,7600965
Underlying,Intentional,Other Opioids,Female,AUS,Allages,56,2012,11426100
Underlying,Intentional,Other Opioids,Female,AUS,15-64,50,2013,7715158
Underlying,Intentional,Other Opioids,Female,AUS,Allages,61,2013,11633201
Underlying,Intentional,Other Opioids,Female,AUS,15-64,63,2014,7820680
Underlying,Intentional,Other Opioids,Female,AUS,Allages,79,2014,11824746
Underlying,Intentional,Other Opioids,Female,AUS,15-64,58,2015,7920702
Underlying,Intentional,Other Opioids,Female,AUS,Allages,66,2015,12009957
Underlying,Intentional,Other Opioids,Female,AUS,15-64,41,2016,8016946
Underlying,Intentional,Other Opioids,Female,AUS,Allages,57,2016,12198963
Underlying,Undetermined,Other Opioids,All,AUS,15-64,34,1997,12277629
Underlying,Undetermined,Other Opioids,All,AUS,Allages,34,1997,18423037
Underlying,Undetermined,Other Opioids,All,AUS,15-64,23,1998,12412559
Underlying,Undetermined,Other Opioids,All,AUS,Allages,24,1998,18607584
Underlying,Undetermined,Other Opioids,All,AUS,15-64,40,1999,12560586
Underlying,Undetermined,Other Opioids,All,AUS,Allages,41,1999,18812264
Underlying,Undetermined,Other Opioids,All,AUS,15-64,3,2e3,12721200
Underlying,Undetermined,Other Opioids,All,AUS,Allages,5,2e3,19028802
Underlying,Undetermined,Other Opioids,All,AUS,15-64,8,2001,12895398
Underlying,Undetermined,Other Opioids,All,AUS,Allages,8,2001,19274701
Underlying,Undetermined,Other Opioids,All,AUS,15-64,2,2002,13064935
Underlying,Undetermined,Other Opioids,All,AUS,Allages,3,2002,19495210
Underlying,Undetermined,Other Opioids,All,AUS,15-64,6,2003,13239741
Underlying,Undetermined,Other Opioids,All,AUS,Allages,6,2003,19720737
Underlying,Undetermined,Other Opioids,All,AUS,15-64,9,2004,13399641
Underlying,Undetermined,Other Opioids,All,AUS,Allages,9,2004,19932722
Underlying,Undetermined,Other Opioids,All,AUS,15-64,13,2005,13581574
Underlying,Undetermined,Other Opioids,All,AUS,Allages,14,2005,20176844
Underlying,Undetermined,Other Opioids,All,AUS,15-64,27,2006,13784515
Underlying,Undetermined,Other Opioids,All,AUS,Allages,28,2006,20450966
Underlying,Undetermined,Other Opioids,All,AUS,15-64,25,2007,14044151
Underlying,Undetermined,Other Opioids,All,AUS,Allages,28,2007,20827622
Underlying,Undetermined,Other Opioids,All,AUS,15-64,41,2008,14343136
Underlying,Undetermined,Other Opioids,All,AUS,Allages,47,2008,21249199
Underlying,Undetermined,Other Opioids,All,AUS,15-64,40,2009,14643047
Underlying,Undetermined,Other Opioids,All,AUS,Allages,42,2009,21691653
Underlying,Undetermined,Other Opioids,All,AUS,15-64,34,2010,14846377
Underlying,Undetermined,Other Opioids,All,AUS,Allages,34,2010,22031750
Underlying,Undetermined,Other Opioids,All,AUS,15-64,48,2011,15018500
Underlying,Undetermined,Other Opioids,All,AUS,Allages,49,2011,22340024
Underlying,Undetermined,Other Opioids,All,AUS,15-64,52,2012,15224030
Underlying,Undetermined,Other Opioids,All,AUS,Allages,53,2012,22742475
Underlying,Undetermined,Other Opioids,All,AUS,15-64,34,2013,15435760
Underlying,Undetermined,Other Opioids,All,AUS,Allages,37,2013,23145901
Underlying,Undetermined,Other Opioids,All,AUS,15-64,39,2014,15618521
Underlying,Undetermined,Other Opioids,All,AUS,Allages,42,2014,23504138
Underlying,Undetermined,Other Opioids,All,AUS,15-64,28,2015,15791656
Underlying,Undetermined,Other Opioids,All,AUS,Allages,31,2015,23850784
Underlying,Undetermined,Other Opioids,All,AUS,15-64,21,2016,15964383
Underlying,Undetermined,Other Opioids,All,AUS,Allages,21,2016,24210809
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,28,1997,6175835
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,28,1997,9156177
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,18,1998,6237716
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,19,1998,9243143
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,29,1999,6305878
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,30,1999,9340109
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,2,2e3,6380886
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,1,2e3,9443465
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,2,2001,6461886
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,1,2001,9561826
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,4,2002,6547837
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,4,2002,9675483
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,6,2003,6632518
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,6,2003,9787597
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,5,2004,6712739
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,5,2004,9895951
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,6,2005,6803166
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,7,2005,10019633
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,13,2006,6905635
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,13,2006,10159424
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,19,2007,7039297
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,20,2007,10353636
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,24,2008,7194310
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,26,2008,10572045
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,18,2009,7349704
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,18,2009,10800797
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,20,2010,7446631
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,20,2010,10967831
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,28,2011,7526357
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,28,2011,11118234
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,34,2012,7623065
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,35,2012,11316375
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,22,2013,7720602
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,24,2013,11512700
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,27,2014,7797841
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,30,2014,11679392
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,17,2015,7870954
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,19,2015,11840827
Underlying,Undetermined,Other Opioids,Male,AUS,15-64,13,2016,7947437
Underlying,Undetermined,Other Opioids,Male,AUS,Allages,13,2016,12011846
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,6,1997,6101794
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,6,1997,9266860
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,5,1998,6174843
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,5,1998,9364441
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,11,1999,6254708
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,11,1999,9472155
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,2,2e3,6340314
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,2,2e3,9585337
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,2,2001,6433512
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,2,2001,9712875
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,1,2002,6517098
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,1,2002,9819727
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,0,2003,6607223
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,0,2003,9933140
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,4,2004,6686902
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,4,2004,10036771
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,7,2005,6778408
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,7,2005,10157211
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,14,2006,6878880
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,15,2006,10291542
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,6,2007,7004854
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,8,2007,10473986
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,17,2008,7148826
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,21,2008,10677154
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,22,2009,7293343
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,24,2009,10890856
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,14,2010,7399746
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,14,2010,11063919
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,20,2011,7492143
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,21,2011,11221790
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,18,2012,7600965
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,18,2012,11426100
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,12,2013,7715158
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,13,2013,11633201
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,12,2014,7820680
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,12,2014,11824746
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,11,2015,7920702
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,12,2015,12009957
Underlying,Undetermined,Other Opioids,Female,AUS,15-64,8,2016,8016946
Underlying,Undetermined,Other Opioids,Female,AUS,Allages,8,2016,12198963
Underlying,All,Other Opioids,Male,AUS,15-64,313,1997,6175835
Underlying,All,Other Opioids,Male,AUS,Allages,319,1997,9156177
Underlying,All,Other Opioids,Male,AUS,15-64,332,1998,6237716
Underlying,All,Other Opioids,Male,AUS,Allages,339,1998,9243143
Underlying,All,Other Opioids,Male,AUS,15-64,503,1999,6305878
Underlying,All,Other Opioids,Male,AUS,Allages,513,1999,9340109
Underlying,All,Other Opioids,Male,AUS,15-64,350,2e3,6380886
Underlying,All,Other Opioids,Male,AUS,Allages,358,2e3,9443465
Underlying,All,Other Opioids,Male,AUS,15-64,138,2001,6461886
Underlying,All,Other Opioids,Male,AUS,Allages,146,2001,9561826
Underlying,All,Other Opioids,Male,AUS,15-64,149,2002,6547837
Underlying,All,Other Opioids,Male,AUS,Allages,154,2002,9675483
Underlying,All,Other Opioids,Male,AUS,15-64,120,2003,6632518
Underlying,All,Other Opioids,Male,AUS,Allages,123,2003,9787597
Underlying,All,Other Opioids,Male,AUS,15-64,142,2004,6712739
Underlying,All,Other Opioids,Male,AUS,Allages,148,2004,9895951
Underlying,All,Other Opioids,Male,AUS,15-64,142,2005,6803166
Underlying,All,Other Opioids,Male,AUS,Allages,147,2005,10019633
Underlying,All,Other Opioids,Male,AUS,15-64,132,2006,6905635
Underlying,All,Other Opioids,Male,AUS,Allages,141,2006,10159424
Underlying,All,Other Opioids,Male,AUS,15-64,143,2007,7039297
Underlying,All,Other Opioids,Male,AUS,Allages,152,2007,10353636
Underlying,All,Other Opioids,Male,AUS,15-64,229,2008,7194310
Underlying,All,Other Opioids,Male,AUS,Allages,239,2008,10572045
Underlying,All,Other Opioids,Male,AUS,15-64,251,2009,7349704
Underlying,All,Other Opioids,Male,AUS,Allages,257,2009,10800797
Underlying,All,Other Opioids,Male,AUS,15-64,252,2010,7446631
Underlying,All,Other Opioids,Male,AUS,Allages,262,2010,10967831
Underlying,All,Other Opioids,Male,AUS,15-64,233,2011,7526357
Underlying,All,Other Opioids,Male,AUS,Allages,246,2011,11118234
Underlying,All,Other Opioids,Male,AUS,15-64,254,2012,7623065
Underlying,All,Other Opioids,Male,AUS,Allages,266,2012,11316375
Underlying,All,Other Opioids,Male,AUS,15-64,227,2013,7720602
Underlying,All,Other Opioids,Male,AUS,Allages,243,2013,11512700
Underlying,All,Other Opioids,Male,AUS,15-64,334,2014,7797841
Underlying,All,Other Opioids,Male,AUS,Allages,352,2014,11679392
Underlying,All,Other Opioids,Male,AUS,15-64,335,2015,7870954
Underlying,All,Other Opioids,Male,AUS,Allages,357,2015,11840827
Underlying,All,Other Opioids,Male,AUS,15-64,316,2016,7947437
Underlying,All,Other Opioids,Male,AUS,Allages,337,2016,12011846
Underlying,All,Other Opioids,Female,AUS,15-64,121,1997,6101794
Underlying,All,Other Opioids,Female,AUS,Allages,128,1997,9266860
Underlying,All,Other Opioids,Female,AUS,15-64,101,1998,6174843
Underlying,All,Other Opioids,Female,AUS,Allages,111,1998,9364441
Underlying,All,Other Opioids,Female,AUS,15-64,152,1999,6254708
Underlying,All,Other Opioids,Female,AUS,Allages,160,1999,9472155
Underlying,All,Other Opioids,Female,AUS,15-64,123,2e3,6340314
Underlying,All,Other Opioids,Female,AUS,Allages,128,2e3,9585337
Underlying,All,Other Opioids,Female,AUS,15-64,65,2001,6433512
Underlying,All,Other Opioids,Female,AUS,Allages,77,2001,9712875
Underlying,All,Other Opioids,Female,AUS,15-64,82,2002,6517098
Underlying,All,Other Opioids,Female,AUS,Allages,89,2002,9819727
Underlying,All,Other Opioids,Female,AUS,15-64,54,2003,6607223
Underlying,All,Other Opioids,Female,AUS,Allages,60,2003,9933140
Underlying,All,Other Opioids,Female,AUS,15-64,45,2004,6686902
Underlying,All,Other Opioids,Female,AUS,Allages,51,2004,10036771
Underlying,All,Other Opioids,Female,AUS,15-64,74,2005,6778408
Underlying,All,Other Opioids,Female,AUS,Allages,84,2005,10157211
Underlying,All,Other Opioids,Female,AUS,15-64,85,2006,6878880
Underlying,All,Other Opioids,Female,AUS,Allages,96,2006,10291542
Underlying,All,Other Opioids,Female,AUS,15-64,109,2007,7004854
Underlying,All,Other Opioids,Female,AUS,Allages,126,2007,10473986
Underlying,All,Other Opioids,Female,AUS,15-64,117,2008,7148826
Underlying,All,Other Opioids,Female,AUS,Allages,134,2008,10677154
Underlying,All,Other Opioids,Female,AUS,15-64,141,2009,7293343
Underlying,All,Other Opioids,Female,AUS,Allages,159,2009,10890856
Underlying,All,Other Opioids,Female,AUS,15-64,134,2010,7399746
Underlying,All,Other Opioids,Female,AUS,Allages,150,2010,11063919
Underlying,All,Other Opioids,Female,AUS,15-64,128,2011,7492143
Underlying,All,Other Opioids,Female,AUS,Allages,141,2011,11221790
Underlying,All,Other Opioids,Female,AUS,15-64,156,2012,7600965
Underlying,All,Other Opioids,Female,AUS,Allages,177,2012,11426100
Underlying,All,Other Opioids,Female,AUS,15-64,149,2013,7715158
Underlying,All,Other Opioids,Female,AUS,Allages,168,2013,11633201
Underlying,All,Other Opioids,Female,AUS,15-64,222,2014,7820680
Underlying,All,Other Opioids,Female,AUS,Allages,244,2014,11824746
Underlying,All,Other Opioids,Female,AUS,15-64,205,2015,7920702
Underlying,All,Other Opioids,Female,AUS,Allages,221,2015,12009957
Underlying,All,Other Opioids,Female,AUS,15-64,182,2016,8016946
Underlying,All,Other Opioids,Female,AUS,Allages,208,2016,12198963
Underlying,Accidental,Methadone,Male,AUS,15-64,64,1997,6175835
Underlying,Accidental,Methadone,Male,AUS,Allages,65,1997,9156177
Underlying,Accidental,Methadone,Male,AUS,15-64,61,1998,6237716
Underlying,Accidental,Methadone,Male,AUS,Allages,61,1998,9243143
Underlying,Accidental,Methadone,Male,AUS,15-64,76,1999,6305878
Underlying,Accidental,Methadone,Male,AUS,Allages,76,1999,9340109
Underlying,Accidental,Methadone,Male,AUS,15-64,77,2e3,6380886
Underlying,Accidental,Methadone,Male,AUS,Allages,77,2e3,9443465
Underlying,Accidental,Methadone,Male,AUS,15-64,68,2001,6461886
Underlying,Accidental,Methadone,Male,AUS,Allages,69,2001,9561826
Underlying,Accidental,Methadone,Male,AUS,15-64,72,2002,6547837
Underlying,Accidental,Methadone,Male,AUS,Allages,72,2002,9675483
Underlying,Accidental,Methadone,Male,AUS,15-64,40,2003,6632518
Underlying,Accidental,Methadone,Male,AUS,Allages,40,2003,9787597
Underlying,Accidental,Methadone,Male,AUS,15-64,55,2004,6712739
Underlying,Accidental,Methadone,Male,AUS,Allages,55,2004,9895951
Underlying,Accidental,Methadone,Male,AUS,15-64,64,2005,6803166
Underlying,Accidental,Methadone,Male,AUS,Allages,66,2005,10019633
Underlying,Accidental,Methadone,Male,AUS,15-64,59,2006,6905635
Underlying,Accidental,Methadone,Male,AUS,Allages,61,2006,10159424
Underlying,Accidental,Methadone,Male,AUS,15-64,63,2007,7039297
Underlying,Accidental,Methadone,Male,AUS,Allages,63,2007,10353636
Underlying,Accidental,Methadone,Male,AUS,15-64,75,2008,7194310
Underlying,Accidental,Methadone,Male,AUS,Allages,77,2008,10572045
Underlying,Accidental,Methadone,Male,AUS,15-64,83,2009,7349704
Underlying,Accidental,Methadone,Male,AUS,Allages,84,2009,10800797
Underlying,Accidental,Methadone,Male,AUS,15-64,99,2010,7446631
Underlying,Accidental,Methadone,Male,AUS,Allages,99,2010,10967831
Underlying,Accidental,Methadone,Male,AUS,15-64,109,2011,7526357
Underlying,Accidental,Methadone,Male,AUS,Allages,110,2011,11118234
Underlying,Accidental,Methadone,Male,AUS,15-64,100,2012,7623065
Underlying,Accidental,Methadone,Male,AUS,Allages,100,2012,11316375
Underlying,Accidental,Methadone,Male,AUS,15-64,105,2013,7720602
Underlying,Accidental,Methadone,Male,AUS,Allages,105,2013,11512700
Underlying,Accidental,Methadone,Male,AUS,15-64,102,2014,7797841
Underlying,Accidental,Methadone,Male,AUS,Allages,103,2014,11679392
Underlying,Accidental,Methadone,Male,AUS,15-64,122,2015,7870954
Underlying,Accidental,Methadone,Male,AUS,Allages,124,2015,11840827
Underlying,Accidental,Methadone,Male,AUS,15-64,130,2016,7947437
Underlying,Accidental,Methadone,Male,AUS,Allages,132,2016,12011846
Underlying,Accidental,Methadone,Female,AUS,15-64,23,1997,6101794
Underlying,Accidental,Methadone,Female,AUS,Allages,23,1997,9266860
Underlying,Accidental,Methadone,Female,AUS,15-64,28,1998,6174843
