nature,intent,drug,sex,state,age_group,n,year,pop
All,All,Amphetamines,All,AUS,45-54,0,1997,2376709
All,All,Amphetamines,All,AUS,55-64,0,1997,1572718
All,All,Amphetamines,All,AUS,65-74,0,1997,1293537
All,All,Amphetamines,All,AUS,75-84,0,1997,731247
All,All,Amphetamines,All,AUS,15-54,29,1997,10704911
All,All,Amphetamines,All,AUS,15-64,29,1997,12277629
All,All,Amphetamines,All,AUS,Allages,29,1997,18423037
All,All,Amphetamines,All,AUS,15-24,16,1998,2592341
All,All,Amphetamines,All,AUS,25-34,20,1998,2860327
All,All,Amphetamines,All,AUS,35-44,9,1998,2881490
All,All,Amphetamines,All,AUS,45-54,1,1998,2460560
All,All,Amphetamines,All,AUS,55-64,0,1998,1617841
All,All,Amphetamines,All,AUS,65-74,0,1998,1296598
All,All,Amphetamines,All,AUS,75-84,0,1998,758134
All,All,Amphetamines,All,AUS,15-54,48,1998,10794718
All,All,Amphetamines,All,AUS,15-64,48,1998,12412559
All,All,Amphetamines,All,AUS,Allages,48,1998,18607584
All,All,Amphetamines,All,AUS,15-24,20,1999,2583566
All,All,Amphetamines,All,AUS,25-34,37,1999,2857016
All,All,Amphetamines,All,AUS,35-44,17,1999,2913704
All,All,Amphetamines,All,AUS,45-54,1,1999,2525485
All,All,Amphetamines,All,AUS,55-64,0,1999,1680815
All,All,Amphetamines,All,AUS,65-74,0,1999,1300015
All,All,Amphetamines,All,AUS,75-84,0,1999,784073
All,All,Amphetamines,All,AUS,15-54,77,1999,10879771
All,All,Amphetamines,All,AUS,15-64,77,1999,12560586
All,All,Amphetamines,All,AUS,Allages,77,1999,18812264
All,All,Amphetamines,All,AUS,15-24,25,2e3,2595640
All,All,Amphetamines,All,AUS,25-34,53,2e3,2855634
All,All,Amphetamines,All,AUS,35-44,21,2e3,2936641
All,All,Amphetamines,All,AUS,45-54,6,2e3,2583189
All,All,Amphetamines,All,AUS,55-64,0,2e3,1750096
All,All,Amphetamines,All,AUS,65-74,0,2e3,1302006
All,All,Amphetamines,All,AUS,75-84,0,2e3,811132
All,All,Amphetamines,All,AUS,15-54,105,2e3,10971104
All,All,Amphetamines,All,AUS,15-64,105,2e3,12721200
All,All,Amphetamines,All,AUS,Allages,105,2e3,19028802
All,All,Amphetamines,All,AUS,15-24,12,2001,2630115
All,All,Amphetamines,All,AUS,25-34,35,2001,2851409
All,All,Amphetamines,All,AUS,35-44,9,2001,2953197
All,All,Amphetamines,All,AUS,45-54,0,2001,2642230
All,All,Amphetamines,All,AUS,55-64,2,2001,1818447
All,All,Amphetamines,All,AUS,65-74,0,2001,1311961
All,All,Amphetamines,All,AUS,75-84,0,2001,843667
All,All,Amphetamines,All,AUS,15-54,56,2001,11076951
All,All,Amphetamines,All,AUS,15-64,59,2001,12895398
All,All,Amphetamines,All,AUS,Allages,59,2001,19274701
All,All,Amphetamines,All,AUS,15-24,10,2002,2667594
All,All,Amphetamines,All,AUS,25-34,28,2002,2854494
All,All,Amphetamines,All,AUS,35-44,14,2002,2966659
All,All,Amphetamines,All,AUS,45-54,9,2002,2659000
All,All,Amphetamines,All,AUS,55-64,4,2002,1917188
All,All,Amphetamines,All,AUS,65-74,0,2002,1324605
All,All,Amphetamines,All,AUS,75-84,0,2002,868512
All,All,Amphetamines,All,AUS,15-54,61,2002,11147747
All,All,Amphetamines,All,AUS,15-64,62,2002,13064935
All,All,Amphetamines,All,AUS,Allages,62,2002,19495210
All,All,Amphetamines,All,AUS,15-24,10,2003,2710380
All,All,Amphetamines,All,AUS,25-34,10,2003,2858260
All,All,Amphetamines,All,AUS,35-44,11,2003,2972788
All,All,Amphetamines,All,AUS,45-54,3,2003,2693054
All,All,Amphetamines,All,AUS,55-64,0,2003,2005259
All,All,Amphetamines,All,AUS,65-74,0,2003,1336825
All,All,Amphetamines,All,AUS,75-84,0,2003,895039
All,All,Amphetamines,All,AUS,15-54,33,2003,11234482
All,All,Amphetamines,All,AUS,15-64,33,2003,13239741
All,All,Amphetamines,All,AUS,Allages,33,2003,19720737
All,All,Amphetamines,All,AUS,15-24,16,2004,2748615
All,All,Amphetamines,All,AUS,25-34,24,2004,2852818
All,All,Amphetamines,All,AUS,35-44,13,2004,2981621
All,All,Amphetamines,All,AUS,45-54,6,2004,2734333
All,All,Amphetamines,All,AUS,55-64,1,2004,2082254
All,All,Amphetamines,All,AUS,65-74,0,2004,1353404
All,All,Amphetamines,All,AUS,75-84,0,2004,919175
All,All,Amphetamines,All,AUS,15-54,59,2004,11317387
All,All,Amphetamines,All,AUS,15-64,60,2004,13399641
All,All,Amphetamines,All,AUS,Allages,60,2004,19932722
All,All,Amphetamines,All,AUS,15-24,10,2005,2794180
All,All,Amphetamines,All,AUS,25-34,28,2005,2853071
All,All,Amphetamines,All,AUS,35-44,28,2005,2996044
All,All,Amphetamines,All,AUS,45-54,11,2005,2776548
All,All,Amphetamines,All,AUS,55-64,0,2005,2161731
All,All,Amphetamines,All,AUS,65-74,3,2005,1373971
All,All,Amphetamines,All,AUS,75-84,0,2005,935717
All,All,Amphetamines,All,AUS,15-54,77,2005,11419843
All,All,Amphetamines,All,AUS,15-64,77,2005,13581574
All,All,Amphetamines,All,AUS,Allages,78,2005,20176844
All,All,Amphetamines,All,AUS,15-24,17,2006,2841117
All,All,Amphetamines,All,AUS,25-34,38,2006,2855732
All,All,Amphetamines,All,AUS,35-44,22,2006,3025272
All,All,Amphetamines,All,AUS,45-54,7,2006,2825567
All,All,Amphetamines,All,AUS,55-64,3,2006,2236827
All,All,Amphetamines,All,AUS,65-74,2,2006,1397253
All,All,Amphetamines,All,AUS,75-84,0,2006,948119
All,All,Amphetamines,All,AUS,15-54,84,2006,11547688
All,All,Amphetamines,All,AUS,15-64,85,2006,13784515
All,All,Amphetamines,All,AUS,Allages,86,2006,20450966
All,All,Amphetamines,All,AUS,15-24,17,2007,2903862
All,All,Amphetamines,All,AUS,25-34,29,2007,2888102
All,All,Amphetamines,All,AUS,35-44,31,2007,3059917
All,All,Amphetamines,All,AUS,45-54,10,2007,2882908
All,All,Amphetamines,All,AUS,55-64,6,2007,2309362
All,All,Amphetamines,All,AUS,65-74,0,2007,1440885
All,All,Amphetamines,All,AUS,75-84,0,2007,958589
All,All,Amphetamines,All,AUS,15-54,87,2007,11734789
All,All,Amphetamines,All,AUS,15-64,93,2007,14044151
All,All,Amphetamines,All,AUS,Allages,93,2007,20827622
All,All,Amphetamines,All,AUS,15-24,13,2008,2973974
All,All,Amphetamines,All,AUS,25-34,45,2008,2958352
All,All,Amphetamines,All,AUS,35-44,31,2008,3088962
All,All,Amphetamines,All,AUS,45-54,15,2008,2935638
All,All,Amphetamines,All,AUS,55-64,5,2008,2386210
All,All,Amphetamines,All,AUS,65-74,0,2008,1485037
All,All,Amphetamines,All,AUS,75-84,0,2008,967574
All,All,Amphetamines,All,AUS,15-54,104,2008,11956926
All,All,Amphetamines,All,AUS,15-64,109,2008,14343136
All,All,Amphetamines,All,AUS,Allages,109,2008,21249199
All,All,Amphetamines,All,AUS,15-24,15,2009,3043814
All,All,Amphetamines,All,AUS,25-34,40,2009,3053686
All,All,Amphetamines,All,AUS,35-44,28,2009,3116343
All,All,Amphetamines,All,AUS,45-54,16,2009,2984512
All,All,Amphetamines,All,AUS,55-64,3,2009,2444692
All,All,Amphetamines,All,AUS,65-74,0,2009,1546161
All,All,Amphetamines,All,AUS,75-84,0,2009,976176
All,All,Amphetamines,All,AUS,15-54,99,2009,12198355
All,All,Amphetamines,All,AUS,15-64,101,2009,14643047
All,All,Amphetamines,All,AUS,Allages,101,2009,21691653
All,All,Amphetamines,All,AUS,15-24,13,2010,3065102
All,All,Amphetamines,All,AUS,25-34,34,2010,3125453
All,All,Amphetamines,All,AUS,35-44,35,2010,3137648
All,All,Amphetamines,All,AUS,45-54,18,2010,3015387
All,All,Amphetamines,All,AUS,55-64,6,2010,2502787
All,All,Amphetamines,All,AUS,65-74,0,2010,1613289
All,All,Amphetamines,All,AUS,75-84,0,2010,986792
All,All,Amphetamines,All,AUS,15-54,100,2010,12343590
All,All,Amphetamines,All,AUS,15-64,106,2010,14846377
All,All,Amphetamines,All,AUS,Allages,106,2010,22031750
All,All,Amphetamines,All,AUS,15-24,6,2011,3065122
All,All,Amphetamines,All,AUS,25-34,40,2011,3194331
All,All,Amphetamines,All,AUS,35-44,29,2011,3161154
All,All,Amphetamines,All,AUS,45-54,25,2011,3035900
All,All,Amphetamines,All,AUS,55-64,4,2011,2561993
All,All,Amphetamines,All,AUS,65-74,2,2011,1681931
All,All,Amphetamines,All,AUS,75-84,0,2011,1002373
All,All,Amphetamines,All,AUS,15-54,100,2011,12456507
All,All,Amphetamines,All,AUS,15-64,102,2011,15018500
All,All,Amphetamines,All,AUS,Allages,104,2011,22340024
All,All,Amphetamines,All,AUS,15-24,19,2012,3092512
All,All,Amphetamines,All,AUS,25-34,48,2012,3290393
All,All,Amphetamines,All,AUS,35-44,52,2012,3192465
All,All,Amphetamines,All,AUS,45-54,41,2012,3058142
All,All,Amphetamines,All,AUS,55-64,1,2012,2590518
All,All,Amphetamines,All,AUS,65-74,0,2012,1776418
All,All,Amphetamines,All,AUS,75-84,0,2012,1017201
All,All,Amphetamines,All,AUS,15-54,160,2012,12633512
All,All,Amphetamines,All,AUS,15-64,164,2012,15224030
All,All,Amphetamines,All,AUS,Allages,164,2012,22742475
All,All,Amphetamines,All,AUS,15-24,15,2013,3118366
All,All,Amphetamines,All,AUS,25-34,56,2013,3388170
All,All,Amphetamines,All,AUS,35-44,62,2013,3214188
All,All,Amphetamines,All,AUS,45-54,28,2013,3080735
All,All,Amphetamines,All,AUS,55-64,5,2013,2634301
All,All,Amphetamines,All,AUS,65-74,0,2013,1859229
All,All,Amphetamines,All,AUS,75-84,0,2013,1034415
All,All,Amphetamines,All,AUS,15-54,161,2013,12801459
All,All,Amphetamines,All,AUS,15-64,166,2013,15435760
All,All,Amphetamines,All,AUS,Allages,166,2013,23145901
All,All,Amphetamines,All,AUS,15-24,17,2014,3141184
All,All,Amphetamines,All,AUS,25-34,72,2014,3467570
All,All,Amphetamines,All,AUS,35-44,102,2014,3221600
All,All,Amphetamines,All,AUS,45-54,57,2014,3104578
All,All,Amphetamines,All,AUS,55-64,10,2014,2683589
All,All,Amphetamines,All,AUS,65-74,2,2014,1933242
All,All,Amphetamines,All,AUS,75-84,0,2014,1056839
All,All,Amphetamines,All,AUS,15-54,248,2014,12934932
All,All,Amphetamines,All,AUS,15-64,258,2014,15618521
All,All,Amphetamines,All,AUS,Allages,259,2014,23504138
All,All,Amphetamines,All,AUS,15-24,20,2015,3154845
All,All,Amphetamines,All,AUS,25-34,77,2015,3547607
All,All,Amphetamines,All,AUS,35-44,111,2015,3231643
All,All,Amphetamines,All,AUS,45-54,66,2015,3125999
All,All,Amphetamines,All,AUS,55-64,15,2015,2731562
All,All,Amphetamines,All,AUS,65-74,0,2015,2007971
All,All,Amphetamines,All,AUS,75-84,0,2015,1080275
All,All,Amphetamines,All,AUS,15-54,274,2015,13060094
All,All,Amphetamines,All,AUS,15-64,289,2015,15791656
All,All,Amphetamines,All,AUS,Allages,289,2015,23850784
All,All,Amphetamines,All,AUS,15-24,23,2016,3172488
All,All,Amphetamines,All,AUS,25-34,87,2016,3614747
All,All,Amphetamines,All,AUS,35-44,147,2016,3236348
All,All,Amphetamines,All,AUS,45-54,80,2016,3157138
All,All,Amphetamines,All,AUS,55-64,23,2016,2783662
All,All,Amphetamines,All,AUS,65-74,4,2016,2084469
All,All,Amphetamines,All,AUS,75-84,2,2016,1106311
All,All,Amphetamines,All,AUS,15-54,337,2016,13180721
All,All,Amphetamines,All,AUS,15-64,360,2016,15964383
All,All,Amphetamines,All,AUS,Allages,364,2016,24210809
Underlying,Accidental,Cocaine,All,AUS,15-54,0,1997,10704911
Underlying,Accidental,Cocaine,All,AUS,15-64,0,1997,12277629
Underlying,Accidental,Cocaine,All,AUS,Allages,0,1997,18423037
Underlying,Accidental,Cocaine,All,AUS,15-54,3,1998,10794718
Underlying,Accidental,Cocaine,All,AUS,15-64,3,1998,12412559
Underlying,Accidental,Cocaine,All,AUS,Allages,3,1998,18607584
Underlying,Accidental,Cocaine,All,AUS,15-54,11,1999,10879771
Underlying,Accidental,Cocaine,All,AUS,15-64,11,1999,12560586
Underlying,Accidental,Cocaine,All,AUS,Allages,11,1999,18812264
Underlying,Accidental,Cocaine,All,AUS,15-54,7,2e3,10971104
Underlying,Accidental,Cocaine,All,AUS,15-64,7,2e3,12721200
Underlying,Accidental,Cocaine,All,AUS,Allages,7,2e3,19028802
Underlying,Accidental,Cocaine,All,AUS,15-54,11,2001,11076951
Underlying,Accidental,Cocaine,All,AUS,15-64,11,2001,12895398
Underlying,Accidental,Cocaine,All,AUS,Allages,11,2001,19274701
Underlying,Accidental,Cocaine,All,AUS,15-54,4,2002,11147747
Underlying,Accidental,Cocaine,All,AUS,15-64,2,2002,13064935
Underlying,Accidental,Cocaine,All,AUS,Allages,4,2002,19495210
Underlying,Accidental,Cocaine,All,AUS,15-54,5,2003,11234482
Underlying,Accidental,Cocaine,All,AUS,15-64,5,2003,13239741
Underlying,Accidental,Cocaine,All,AUS,Allages,5,2003,19720737
Underlying,Accidental,Cocaine,All,AUS,15-54,5,2004,11317387
Underlying,Accidental,Cocaine,All,AUS,15-64,5,2004,13399641
Underlying,Accidental,Cocaine,All,AUS,Allages,5,2004,19932722
Underlying,Accidental,Cocaine,All,AUS,15-54,10,2005,11419843
Underlying,Accidental,Cocaine,All,AUS,15-64,10,2005,13581574
Underlying,Accidental,Cocaine,All,AUS,Allages,10,2005,20176844
Underlying,Accidental,Cocaine,All,AUS,15-54,7,2006,11547688
Underlying,Accidental,Cocaine,All,AUS,15-64,7,2006,13784515
Underlying,Accidental,Cocaine,All,AUS,Allages,7,2006,20450966
Underlying,Accidental,Cocaine,All,AUS,15-54,7,2007,11734789
Underlying,Accidental,Cocaine,All,AUS,15-64,7,2007,14044151
Underlying,Accidental,Cocaine,All,AUS,Allages,7,2007,20827622
Underlying,Accidental,Cocaine,All,AUS,15-54,3,2008,11956926
Underlying,Accidental,Cocaine,All,AUS,15-64,2,2008,14343136
Underlying,Accidental,Cocaine,All,AUS,Allages,3,2008,21249199
Underlying,Accidental,Cocaine,All,AUS,15-54,5,2009,12198355
Underlying,Accidental,Cocaine,All,AUS,15-64,5,2009,14643047
Underlying,Accidental,Cocaine,All,AUS,Allages,5,2009,21691653
Underlying,Accidental,Cocaine,All,AUS,15-54,2,2010,12343590
Underlying,Accidental,Cocaine,All,AUS,15-64,3,2010,14846377
Underlying,Accidental,Cocaine,All,AUS,Allages,2,2010,22031750
Underlying,Accidental,Cocaine,All,AUS,15-54,9,2011,12456507
Underlying,Accidental,Cocaine,All,AUS,15-64,10,2011,15018500
Underlying,Accidental,Cocaine,All,AUS,Allages,10,2011,22340024
Underlying,Accidental,Cocaine,All,AUS,15-54,8,2012,12633512
Underlying,Accidental,Cocaine,All,AUS,15-64,8,2012,15224030
Underlying,Accidental,Cocaine,All,AUS,Allages,8,2012,22742475
Underlying,Accidental,Cocaine,All,AUS,15-54,7,2013,12801459
Underlying,Accidental,Cocaine,All,AUS,15-64,8,2013,15435760
Underlying,Accidental,Cocaine,All,AUS,Allages,8,2013,23145901
Underlying,Accidental,Cocaine,All,AUS,15-54,1,2014,12934932
Underlying,Accidental,Cocaine,All,AUS,15-64,4,2014,15618521
Underlying,Accidental,Cocaine,All,AUS,Allages,2,2014,23504138
Underlying,Accidental,Cocaine,All,AUS,15-54,10,2015,13060094
Underlying,Accidental,Cocaine,All,AUS,15-64,10,2015,15791656
Underlying,Accidental,Cocaine,All,AUS,Allages,10,2015,23850784
Underlying,Accidental,Cocaine,All,AUS,15-54,9,2016,13180721
Underlying,Accidental,Cocaine,All,AUS,15-64,9,2016,15964383
Underlying,Accidental,Cocaine,All,AUS,Allages,10,2016,24210809
All,Accidental,Cocaine,All,AUS,15-54,16,1997,10704911
All,Accidental,Cocaine,All,AUS,15-64,16,1997,12277629
All,Accidental,Cocaine,All,AUS,Allages,16,1997,18423037
All,Accidental,Cocaine,All,AUS,15-54,32,1998,10794718
All,Accidental,Cocaine,All,AUS,15-64,32,1998,12412559
All,Accidental,Cocaine,All,AUS,Allages,32,1998,18607584
All,Accidental,Cocaine,All,AUS,15-54,25,1999,10879771
All,Accidental,Cocaine,All,AUS,15-64,25,1999,12560586
All,Accidental,Cocaine,All,AUS,Allages,25,1999,18812264
All,Accidental,Cocaine,All,AUS,15-54,27,2e3,10971104
All,Accidental,Cocaine,All,AUS,15-64,28,2e3,12721200
All,Accidental,Cocaine,All,AUS,Allages,28,2e3,19028802
All,Accidental,Cocaine,All,AUS,15-54,28,2001,11076951
All,Accidental,Cocaine,All,AUS,15-64,28,2001,12895398
All,Accidental,Cocaine,All,AUS,Allages,28,2001,19274701
All,Accidental,Cocaine,All,AUS,15-54,14,2002,11147747
All,Accidental,Cocaine,All,AUS,15-64,14,2002,13064935
All,Accidental,Cocaine,All,AUS,Allages,14,2002,19495210
All,Accidental,Cocaine,All,AUS,15-54,10,2003,11234482
All,Accidental,Cocaine,All,AUS,15-64,10,2003,13239741
All,Accidental,Cocaine,All,AUS,Allages,10,2003,19720737
All,Accidental,Cocaine,All,AUS,15-54,15,2004,11317387
All,Accidental,Cocaine,All,AUS,15-64,15,2004,13399641
All,Accidental,Cocaine,All,AUS,Allages,15,2004,19932722
All,Accidental,Cocaine,All,AUS,15-54,15,2005,11419843
All,Accidental,Cocaine,All,AUS,15-64,15,2005,13581574
All,Accidental,Cocaine,All,AUS,Allages,15,2005,20176844
All,Accidental,Cocaine,All,AUS,15-54,13,2006,11547688
All,Accidental,Cocaine,All,AUS,15-64,13,2006,13784515
All,Accidental,Cocaine,All,AUS,Allages,13,2006,20450966
All,Accidental,Cocaine,All,AUS,15-54,15,2007,11734789
All,Accidental,Cocaine,All,AUS,15-64,15,2007,14044151
All,Accidental,Cocaine,All,AUS,Allages,15,2007,20827622
All,Accidental,Cocaine,All,AUS,15-54,16,2008,11956926
All,Accidental,Cocaine,All,AUS,15-64,16,2008,14343136
All,Accidental,Cocaine,All,AUS,Allages,16,2008,21249199
All,Accidental,Cocaine,All,AUS,15-54,23,2009,12198355
All,Accidental,Cocaine,All,AUS,15-64,23,2009,14643047
All,Accidental,Cocaine,All,AUS,Allages,24,2009,21691653
All,Accidental,Cocaine,All,AUS,15-54,14,2010,12343590
All,Accidental,Cocaine,All,AUS,15-64,15,2010,14846377
All,Accidental,Cocaine,All,AUS,Allages,15,2010,22031750
All,Accidental,Cocaine,All,AUS,15-54,12,2011,12456507
All,Accidental,Cocaine,All,AUS,15-64,13,2011,15018500
All,Accidental,Cocaine,All,AUS,Allages,13,2011,22340024
All,Accidental,Cocaine,All,AUS,15-54,19,2012,12633512
All,Accidental,Cocaine,All,AUS,15-64,19,2012,15224030
All,Accidental,Cocaine,All,AUS,Allages,19,2012,22742475
All,Accidental,Cocaine,All,AUS,15-54,20,2013,12801459
All,Accidental,Cocaine,All,AUS,15-64,21,2013,15435760
All,Accidental,Cocaine,All,AUS,Allages,21,2013,23145901
All,Accidental,Cocaine,All,AUS,15-54,13,2014,12934932
All,Accidental,Cocaine,All,AUS,15-64,13,2014,15618521
All,Accidental,Cocaine,All,AUS,Allages,13,2014,23504138
All,Accidental,Cocaine,All,AUS,15-54,36,2015,13060094
All,Accidental,Cocaine,All,AUS,15-64,38,2015,15791656
All,Accidental,Cocaine,All,AUS,Allages,38,2015,23850784
All,Accidental,Cocaine,All,AUS,15-54,26,2016,13180721
All,Accidental,Cocaine,All,AUS,15-64,27,2016,15964383
All,Accidental,Cocaine,All,AUS,Allages,28,2016,24210809
All,All,Cocaine,All,AUS,15-54,16,1997,10704911
All,All,Cocaine,All,AUS,15-64,16,1997,12277629
All,All,Cocaine,All,AUS,Allages,16,1997,18423037
All,All,Cocaine,All,AUS,15-54,33,1998,10794718
All,All,Cocaine,All,AUS,15-64,33,1998,12412559
All,All,Cocaine,All,AUS,Allages,33,1998,18607584
All,All,Cocaine,All,AUS,15-54,26,1999,10879771
All,All,Cocaine,All,AUS,15-64,26,1999,12560586
All,All,Cocaine,All,AUS,Allages,26,1999,18812264
All,All,Cocaine,All,AUS,15-54,27,2e3,10971104
All,All,Cocaine,All,AUS,15-64,28,2e3,12721200
All,All,Cocaine,All,AUS,Allages,28,2e3,19028802
All,All,Cocaine,All,AUS,15-54,30,2001,11076951
All,All,Cocaine,All,AUS,15-64,30,2001,12895398
All,All,Cocaine,All,AUS,Allages,30,2001,19274701
All,All,Cocaine,All,AUS,15-54,14,2002,11147747
All,All,Cocaine,All,AUS,15-64,14,2002,13064935
All,All,Cocaine,All,AUS,Allages,14,2002,19495210
All,All,Cocaine,All,AUS,15-54,10,2003,11234482
All,All,Cocaine,All,AUS,15-64,10,2003,13239741
All,All,Cocaine,All,AUS,Allages,10,2003,19720737
All,All,Cocaine,All,AUS,15-54,15,2004,11317387
All,All,Cocaine,All,AUS,15-64,15,2004,13399641
All,All,Cocaine,All,AUS,Allages,15,2004,19932722
All,All,Cocaine,All,AUS,15-54,17,2005,11419843
All,All,Cocaine,All,AUS,15-64,17,2005,13581574
All,All,Cocaine,All,AUS,Allages,17,2005,20176844
All,All,Cocaine,All,AUS,15-54,15,2006,11547688
All,All,Cocaine,All,AUS,15-64,15,2006,13784515
All,All,Cocaine,All,AUS,Allages,15,2006,20450966
All,All,Cocaine,All,AUS,15-54,18,2007,11734789
All,All,Cocaine,All,AUS,15-64,18,2007,14044151
All,All,Cocaine,All,AUS,Allages,18,2007,20827622
All,All,Cocaine,All,AUS,15-54,23,2008,11956926
All,All,Cocaine,All,AUS,15-64,24,2008,14343136
All,All,Cocaine,All,AUS,Allages,24,2008,21249199
All,All,Cocaine,All,AUS,15-54,27,2009,12198355
All,All,Cocaine,All,AUS,15-64,28,2009,14643047
All,All,Cocaine,All,AUS,Allages,29,2009,21691653
All,All,Cocaine,All,AUS,15-54,15,2010,12343590
All,All,Cocaine,All,AUS,15-64,16,2010,14846377
All,All,Cocaine,All,AUS,Allages,16,2010,22031750
All,All,Cocaine,All,AUS,15-54,15,2011,12456507
All,All,Cocaine,All,AUS,15-64,16,2011,15018500
All,All,Cocaine,All,AUS,Allages,16,2011,22340024
All,All,Cocaine,All,AUS,15-54,26,2012,12633512
All,All,Cocaine,All,AUS,15-64,26,2012,15224030
All,All,Cocaine,All,AUS,Allages,26,2012,22742475
All,All,Cocaine,All,AUS,15-54,20,2013,12801459
All,All,Cocaine,All,AUS,15-64,21,2013,15435760
All,All,Cocaine,All,AUS,Allages,21,2013,23145901
All,All,Cocaine,All,AUS,15-54,15,2014,12934932
All,All,Cocaine,All,AUS,15-64,15,2014,15618521
All,All,Cocaine,All,AUS,Allages,15,2014,23504138
All,All,Cocaine,All,AUS,15-54,43,2015,13060094
All,All,Cocaine,All,AUS,15-64,45,2015,15791656
All,All,Cocaine,All,AUS,Allages,45,2015,23850784
All,All,Cocaine,All,AUS,15-54,28,2016,13180721
All,All,Cocaine,All,AUS,15-64,29,2016,15964383
All,All,Cocaine,All,AUS,Allages,30,2016,24210809
Underlying,Accidental,Opioids,All,AUS,15-24,157,1997,2619372
Underlying,Accidental,Opioids,All,AUS,25-34,290,1997,2863015
Underlying,Accidental,Opioids,All,AUS,35-44,206,1997,2845815
Underlying,Accidental,Opioids,All,AUS,45-54,43,1997,2376709
Underlying,Accidental,Opioids,All,AUS,55-64,6,1997,1572718
Underlying,Accidental,Opioids,All,AUS,65-74,4,1997,1293537
Underlying,Accidental,Opioids,All,AUS,75-84,1,1997,731247
